feature,feature_importance_vals
HSF1,6.59E-05
BCL2,6.56E-05
MRPS27,6.56E-05
STAT2,6.56E-05
CENPL,6.54E-05
RASGRP3,6.54E-05
COL17A1,6.54E-05
GUCY1A2,6.53E-05
CDKN2D,6.52E-05
ATP5A1,6.52E-05
RPTOR,6.51E-05
PYGO2,6.51E-05
GLUL,6.50E-05
ANTXR2,6.50E-05
AFMID,6.50E-05
SNRPF,6.48E-05
VPS37B,6.48E-05
SIRT6,6.47E-05
MRPL40,6.47E-05
ABCD1,6.47E-05
NFIX,6.47E-05
DPH5,6.47E-05
ARSB,6.47E-05
SERPINB6,6.46E-05
SLC35B3,6.46E-05
HUS1,6.45E-05
NSL1,6.45E-05
CEP290,6.44E-05
ARRB2,6.43E-05
AURKAIP1,6.42E-05
SEC13,6.41E-05
COL6A2,6.40E-05
SUMO3,6.40E-05
NOTCH2,6.38E-05
RAPGEF3,6.36E-05
CHST11,6.36E-05
SYVN1,6.36E-05
A2M,6.36E-05
MRPS12,6.34E-05
PANK4,6.34E-05
NDUFB9,6.33E-05
RPS11,6.33E-05
ATP6V1G1,6.33E-05
HAUS6,6.32E-05
COL4A3,6.32E-05
PHKG2,6.32E-05
STAT5B,6.31E-05
IRF9,6.31E-05
ACTN4,6.31E-05
NDUFC1,6.30E-05
RAB5C,6.30E-05
KPNA1,6.30E-05
ATP2B1,6.29E-05
HLA-DRB1,6.28E-05
GTF2H3,6.28E-05
GNG12,6.26E-05
TEAD1,6.26E-05
NDUFA8,6.25E-05
CAPN5,6.24E-05
NDUFS4,6.24E-05
RALBP1,6.24E-05
BLNK,6.23E-05
ITPKB,6.23E-05
ATP6V1B2,6.22E-05
KIF2A,6.21E-05
ROCK2,6.21E-05
ATP6V0E2,6.20E-05
PIGT,6.20E-05
SFTPD,6.20E-05
IVNS1ABP,6.19E-05
YWHAB,6.19E-05
MCEE,6.18E-05
RNMT,6.18E-05
CTSC,6.18E-05
CAST,6.18E-05
ADAM8,6.18E-05
CDH1,6.17E-05
NFKBIB,6.17E-05
CCL22,6.16E-05
POM121,6.15E-05
HERC2,6.15E-05
YWHAQ,6.15E-05
DUSP2,6.15E-05
TSC1,6.14E-05
ATP2B4,6.14E-05
RIPK3,6.14E-05
NFATC3,6.13E-05
MRPS33,6.13E-05
TPRKB,6.12E-05
BRCC3,6.12E-05
IL7R,6.12E-05
NCK2,6.11E-05
LSM5,6.11E-05
VTA1,6.09E-05
MYH14,6.09E-05
CTSB,6.08E-05
NDUFS6,6.08E-05
CXCR4,6.08E-05
MRPL30,6.08E-05
PDE4A,6.07E-05
TLR4,6.07E-05
ALDH9A1,6.06E-05
KCNJ8,6.06E-05
PAFAH1B1,6.06E-05
ACOXL,6.06E-05
CD14,6.04E-05
MRPS6,6.03E-05
NAPA,6.03E-05
GFM1,6.02E-05
PSEN2,6.02E-05
PPP1CB,5.99E-05
DPP4,5.99E-05
NDUFC2,5.98E-05
STAG2,5.97E-05
MRPL13,5.97E-05
CBL,5.97E-05
CCT8,5.96E-05
FTL,5.96E-05
TUBB3,5.95E-05
PRKAR1B,5.94E-05
DOCK6,5.94E-05
ITGA3,5.94E-05
EIF4G3,5.94E-05
BCL6,5.93E-05
RIPK2,5.89E-05
SAP18,5.89E-05
RBM28,5.89E-05
SLC39A1,5.88E-05
PIP4K2A,5.87E-05
ATP1A1,5.86E-05
GABARAPL2,5.86E-05
ATG12,5.86E-05
RALGDS,5.85E-05
CTSS,5.85E-05
HSP90B1,5.83E-05
AP2A1,5.83E-05
ISY1,5.83E-05
CARM1,5.82E-05
GPC1,5.82E-05
NBN,5.82E-05
IL7,5.81E-05
CTSH,5.81E-05
ARAP1,5.80E-05
PIP4K2B,5.79E-05
PRDX2,5.78E-05
MAT2B,5.78E-05
RPL11,5.77E-05
NLRX1,5.77E-05
KCNQ1,5.76E-05
PPA2,5.76E-05
SORT1,5.76E-05
PPP3R1,5.74E-05
DAG1,5.73E-05
PGD,5.73E-05
MED4,5.73E-05
FCGR2C,5.73E-05
PPP1R3B,5.72E-05
RRAGA,5.71E-05
SNRPB,5.70E-05
NFATC2,5.70E-05
RAB5A,5.69E-05
DCTN3,5.69E-05
MRPL50,5.69E-05
RPL27,5.68E-05
GCLC,5.68E-05
LILRB1,5.67E-05
HAUS4,5.66E-05
MPHOSPH6,5.66E-05
NPAS2,5.66E-05
ATF4,5.65E-05
LOXL3,5.65E-05
PANK3,5.65E-05
CCL18,5.64E-05
MRPL41,5.64E-05
CNOT6L,5.63E-05
RPL9,5.63E-05
BAX,5.62E-05
MAT2A,5.62E-05
ID1,5.62E-05
UPF2,5.61E-05
UQCRFS1,5.61E-05
NR1D1,5.60E-05
TFG,5.59E-05
SIPA1,5.59E-05
NDUFA4,5.58E-05
DYNLL2,5.58E-05
CYBRD1,5.58E-05
IL10RB,5.57E-05
CD44,5.56E-05
MRPS14,5.56E-05
MBD2,5.55E-05
MRPL43,5.55E-05
PTEN,5.55E-05
PIAS3,5.55E-05
BAZ1B,5.54E-05
ACOX1,5.54E-05
GGPS1,5.54E-05
RPL22,5.53E-05
ACO1,5.53E-05
KIF23,5.52E-05
DOCK7,5.52E-05
PDHX,5.52E-05
SEC61G,5.52E-05
MED25,5.51E-05
NAPG,5.51E-05
HMGN1,5.51E-05
UBA3,5.50E-05
PPP6R1,5.49E-05
DCTN2,5.49E-05
NEDD8,5.49E-05
EXOSC2,5.48E-05
ATP6V1C1,5.48E-05
MAP2K6,5.48E-05
NMT2,5.47E-05
RBL2,5.46E-05
DIS3L,5.46E-05
DGKZ,5.44E-05
RPE,5.44E-05
FLCN,5.44E-05
CEP97,5.44E-05
GSR,5.44E-05
ABAT,5.44E-05
RGMB,5.44E-05
P4HB,5.43E-05
MRPL10,5.43E-05
MCOLN1,5.43E-05
OTUD7B,5.43E-05
RAB1B,5.43E-05
PTGES,5.43E-05
IDH2,5.42E-05
ATR,5.42E-05
PELO,5.41E-05
EXOSC3,5.41E-05
TRAPPC3,5.41E-05
DLD,5.40E-05
KAT2A,5.40E-05
HSPA6,5.40E-05
GNG2,5.40E-05
TLR3,5.39E-05
MYO10,5.38E-05
ENOPH1,5.38E-05
RRAGD,5.37E-05
ARID4A,5.37E-05
DLAT,5.37E-05
ATP5O,5.34E-05
NT5C2,5.34E-05
ITGB6,5.33E-05
PRKAR2A,5.33E-05
AP1M1,5.32E-05
GLS2,5.32E-05
EHD2,5.31E-05
MARCKSL1,5.30E-05
STX18,5.29E-05
AGAP2,5.28E-05
SEMA4A,5.27E-05
SLC35A2,5.26E-05
HDAC6,5.26E-05
PRKAR1A,5.26E-05
SEC22C,5.25E-05
HAUS5,5.23E-05
PPP6R3,5.23E-05
GCSH,5.23E-05
HSD17B12,5.23E-05
EGFR,5.22E-05
MAP3K8,5.21E-05
RPL23A,5.19E-05
CD40,5.18E-05
PRDX1,5.18E-05
NDUFA11,5.17E-05
PIAS4,5.17E-05
ERCC3,5.13E-05
SRSF1,5.13E-05
ITGA2,5.13E-05
MIS18A,5.12E-05
SQLE,5.12E-05
MED12,5.12E-05
PLCB4,5.11E-05
QPRT,5.11E-05
IQCB1,5.11E-05
IFNGR1,5.11E-05
FGD3,5.09E-05
EFNA5,5.09E-05
ADSL,5.08E-05
PSMD1,5.08E-05
PLCB2,5.06E-05
NDUFS5,5.05E-05
KLF2,5.04E-05
BTG3,5.04E-05
EIF2AK2,5.03E-05
CTNNB1,5.03E-05
LTBP2,5.02E-05
KIF24,5.02E-05
NXF1,5.02E-05
CREB5,5.02E-05
CUL1,5.02E-05
CAD,5.01E-05
TRAPPC6A,5.01E-05
SLC16A2,5.01E-05
SF3B4,5.00E-05
BAZ2A,5.00E-05
IDS,5.00E-05
TDRD6,5.00E-05
TLE4,5.00E-05
NUDT21,4.99E-05
RASGRP1,4.99E-05
KIF5B,4.98E-05
NDUFB4,4.98E-05
HIST1H1D,4.98E-05
MKS1,4.97E-05
MED30,4.97E-05
ALMS1,4.96E-05
UBE2C,4.96E-05
NLK,4.95E-05
IDE,4.94E-05
BTK,4.93E-05
RNASEH2C,4.93E-05
TP53RK,4.93E-05
ITGA9,4.92E-05
GAPDH,4.91E-05
MRPS34,4.91E-05
HMGCR,4.91E-05
CDK5RAP2,4.91E-05
F11R,4.91E-05
CFL1,4.90E-05
TAF1,4.89E-05
PDHA1,4.88E-05
HSPA2,4.88E-05
MRI1,4.88E-05
RPS19BP1,4.87E-05
NDUFV3,4.87E-05
USO1,4.87E-05
ARHGAP11A,4.87E-05
CHST12,4.86E-05
HIST1H1B,4.86E-05
SRSF7,4.85E-05
KITLG,4.85E-05
KIF16B,4.85E-05
USP21,4.85E-05
EP300,4.85E-05
FGFR1,4.84E-05
RPL24,4.84E-05
ATP5L,4.84E-05
AMT,4.84E-05
COX5A,4.84E-05
CS,4.84E-05
MRPS17,4.83E-05
DYNC1H1,4.83E-05
GRHPR,4.83E-05
THY1,4.82E-05
HSD17B4,4.82E-05
SUPT5H,4.82E-05
YKT6,4.81E-05
PCK2,4.80E-05
AP1S3,4.80E-05
EXOSC5,4.79E-05
ETS1,4.79E-05
SLC35D2,4.78E-05
TGFB2,4.78E-05
VTI1A,4.78E-05
EHD3,4.78E-05
PCF11,4.78E-05
ACSL5,4.77E-05
CNOT8,4.77E-05
PIP5K1A,4.77E-05
EDC4,4.77E-05
PLK3,4.77E-05
RPL10A,4.76E-05
APH1A,4.76E-05
PLCH1,4.75E-05
IDH3A,4.75E-05
CKAP5,4.75E-05
CLASP2,4.74E-05
SMC5,4.74E-05
NSMCE1,4.74E-05
RRAGC,4.74E-05
RALA,4.74E-05
CAMK2D,4.73E-05
UTP15,4.73E-05
SRP72,4.73E-05
DYNC1LI2,4.72E-05
CPSF4,4.71E-05
HSPA8,4.71E-05
DST,4.70E-05
RAI1,4.70E-05
LGMN,4.70E-05
SEC62,4.70E-05
ZW10,4.69E-05
CCNA2,4.69E-05
SSB,4.69E-05
MRPL21,4.68E-05
PDGFC,4.68E-05
ARHGEF16,4.68E-05
COL8A1,4.67E-05
KIF13B,4.67E-05
MAX,4.67E-05
TRAPPC10,4.66E-05
NDUFB6,4.66E-05
HGF,4.66E-05
CD2,4.65E-05
LSM1,4.65E-05
PIP5K1B,4.64E-05
REV3L,4.64E-05
SERPINA1,4.63E-05
MTAP,4.63E-05
CCL3,4.63E-05
ADAM10,4.62E-05
BLM,4.62E-05
NUDC,4.62E-05
TYROBP,4.61E-05
NADK,4.61E-05
TRIM21,4.61E-05
PLXNA2,4.60E-05
IDH3B,4.60E-05
NDUFA2,4.60E-05
USP7,4.59E-05
UBE2M,4.58E-05
VPS4A,4.58E-05
PDGFRB,4.57E-05
CBLB,4.56E-05
CXCL10,4.56E-05
MRPS15,4.55E-05
PPIA,4.55E-05
GNAL,4.54E-05
IGF1,4.54E-05
MALT1,4.52E-05
GNA15,4.52E-05
ATP5C1,4.52E-05
TUBB2A,4.52E-05
GNA13,4.52E-05
FGF2,4.51E-05
LRP6,4.51E-05
MRPL46,4.51E-05
SEMA4D,4.51E-05
CSGALNACT2,4.50E-05
SPCS1,4.50E-05
ARHGDIB,4.50E-05
KLC4,4.50E-05
CDIPT,4.50E-05
CCT7,4.50E-05
RBM25,4.50E-05
STK11,4.50E-05
POP7,4.49E-05
TAOK1,4.48E-05
PUS1,4.48E-05
ALDH3B1,4.47E-05
WDR82,4.47E-05
MDH1,4.46E-05
ASNS,4.46E-05
POLH,4.44E-05
LAMA5,4.44E-05
HAUS2,4.44E-05
TWISTNB,4.43E-05
NEDD4,4.42E-05
STAM2,4.42E-05
VTI1B,4.42E-05
SMURF2,4.42E-05
VCP,4.41E-05
CDK7,4.40E-05
SRSF10,4.40E-05
ARHGAP15,4.40E-05
ATP5E,4.38E-05
MRPL14,4.38E-05
XRCC1,4.38E-05
SNAP29,4.36E-05
PI4KA,4.35E-05
SEC11A,4.35E-05
PRPF6,4.35E-05
WDR3,4.34E-05
SMG6,4.34E-05
MRPS2,4.34E-05
CHCHD1,4.33E-05
PCGF2,4.33E-05
ITGA5,4.33E-05
GPAM,4.33E-05
KIF4A,4.33E-05
UBE2D3,4.33E-05
STAT3,4.33E-05
SNRPD2,4.33E-05
XBP1,4.33E-05
APH1B,4.33E-05
RAD1,4.33E-05
ASAP1,4.33E-05
TAF15,4.32E-05
ANAPC11,4.31E-05
INPP4B,4.30E-05
TEC,4.30E-05
STX2,4.30E-05
VPS4B,4.29E-05
HIBCH,4.29E-05
PPCS,4.29E-05
PELI3,4.27E-05
CEP78,4.27E-05
SMAD3,4.26E-05
NTN1,4.26E-05
BUB3,4.26E-05
DCN,4.26E-05
POLI,4.26E-05
RAD17,4.26E-05
ALDH6A1,4.26E-05
HCLS1,4.26E-05
CPA3,4.25E-05
TAF6,4.25E-05
C1R,4.24E-05
GSTT1,4.24E-05
MRPS9,4.24E-05
PLAU,4.24E-05
MRPL17,4.24E-05
SF3B5,4.24E-05
AHCYL1,4.24E-05
SNRPD1,4.23E-05
RNF135,4.23E-05
DGKH,4.23E-05
BARD1,4.23E-05
WDR75,4.23E-05
CCND3,4.22E-05
COL9A2,4.22E-05
PLK4,4.21E-05
HJURP,4.21E-05
APBB1,4.21E-05
IL18,4.21E-05
EXT2,4.20E-05
CD4,4.20E-05
NDUFB2,4.19E-05
HEXB,4.19E-05
IDO1,4.18E-05
PTPRC,4.18E-05
TTF1,4.18E-05
PAF1,4.18E-05
EHD1,4.18E-05
TET2,4.18E-05
RNF31,4.17E-05
PIGS,4.17E-05
FDFT1,4.16E-05
LILRB4,4.16E-05
PLA2G6,4.15E-05
LSM4,4.15E-05
MAML3,4.15E-05
JUND,4.15E-05
GSK3A,4.15E-05
RNASEH2A,4.14E-05
COPS7A,4.14E-05
PPP1R12B,4.13E-05
PLA2G4A,4.13E-05
MVK,4.13E-05
PECAM1,4.12E-05
ELK1,4.12E-05
FDPS,4.12E-05
AP1B1,4.12E-05
ECHDC1,4.11E-05
ZWINT,4.11E-05
ACSL4,4.10E-05
MBD3,4.09E-05
GNA11,4.09E-05
NDUFV2,4.09E-05
MRPS11,4.08E-05
SNRPG,4.08E-05
ARNT2,4.07E-05
UNG,4.07E-05
ARHGEF9,4.07E-05
ATP6V1E1,4.07E-05
PIN1,4.07E-05
OS9,4.05E-05
NEIL2,4.05E-05
GTF2IRD1,4.05E-05
EEF1A1,4.04E-05
MTMR2,4.04E-05
CD59,4.04E-05
SEC24C,4.04E-05
PDHB,4.03E-05
EIF4A3,4.03E-05
MED27,4.02E-05
MUT,4.02E-05
LDHA,4.02E-05
IGF2R,4.01E-05
ARHGAP10,4.01E-05
SIN3A,4.00E-05
ENO2,3.99E-05
BTC,3.99E-05
TBX5,3.99E-05
PPCDC,3.99E-05
POP5,3.99E-05
NDUFA12,3.98E-05
RAD23B,3.97E-05
GPS1,3.97E-05
AKAP10,3.96E-05
CAPN3,3.96E-05
DNAJC24,3.96E-05
NOP58,3.96E-05
SERPINE2,3.96E-05
DLG1,3.95E-05
TALDO1,3.95E-05
RHOH,3.95E-05
THRB,3.95E-05
JAM2,3.94E-05
HSPG2,3.94E-05
CCL21,3.94E-05
RPS6KA2,3.94E-05
REV1,3.94E-05
PTPN6,3.93E-05
INSR,3.93E-05
RNASEH1,3.93E-05
MED15,3.93E-05
GGT7,3.92E-05
MRPL37,3.92E-05
TAF5L,3.92E-05
PARP2,3.91E-05
ITSN1,3.90E-05
GNA14,3.89E-05
MRPL39,3.89E-05
LCP2,3.88E-05
UPF1,3.88E-05
MAOB,3.88E-05
CCT4,3.88E-05
HLA-DQA1,3.88E-05
RNF111,3.88E-05
PIK3R4,3.87E-05
REXO2,3.87E-05
NDUFS1,3.86E-05
MYH11,3.86E-05
THOC1,3.86E-05
MARK4,3.86E-05
RMI1,3.86E-05
SERPINB8,3.86E-05
PDK1,3.85E-05
IRF1,3.85E-05
PDIA5,3.84E-05
DNMT1,3.84E-05
NLRC5,3.84E-05
PPIE,3.83E-05
IL6R,3.83E-05
EIF4G2,3.83E-05
RBBP8,3.82E-05
SLC2A1,3.82E-05
TET3,3.82E-05
DPH3,3.81E-05
PYGL,3.81E-05
SLC22A18,3.81E-05
CHSY3,3.81E-05
GTF2A1,3.81E-05
KIF21B,3.79E-05
PDP2,3.79E-05
ROCK1,3.79E-05
GBA2,3.79E-05
USE1,3.79E-05
YIF1A,3.78E-05
PPP5C,3.78E-05
HDAC1,3.78E-05
CTSE,3.78E-05
LRP1,3.76E-05
PTGR1,3.76E-05
ST3GAL3,3.75E-05
SLC25A17,3.75E-05
CHPF,3.75E-05
ATP6V0A2,3.74E-05
EP400,3.74E-05
SMC6,3.74E-05
SH2B3,3.74E-05
NOXA1,3.74E-05
RASAL2,3.74E-05
PAPOLG,3.72E-05
AP2A2,3.72E-05
MED13L,3.72E-05
ARHGAP4,3.71E-05
STX4,3.71E-05
SLC35A3,3.71E-05
PTGDS,3.71E-05
PAPOLA,3.71E-05
DHCR7,3.71E-05
CEP57,3.71E-05
CACNB2,3.71E-05
SCD,3.70E-05
RPL37A,3.70E-05
LIMK2,3.70E-05
SOCS4,3.70E-05
ANGPT1,3.69E-05
VEGFA,3.69E-05
PFKM,3.69E-05
CCL4,3.68E-05
DFFA,3.67E-05
SKP2,3.67E-05
COX7A2,3.65E-05
DMD,3.64E-05
BRCA2,3.63E-05
TXN,3.63E-05
THG1L,3.62E-05
CUL4A,3.62E-05
NEDD4L,3.62E-05
PSEN1,3.62E-05
HS2ST1,3.62E-05
BTG1,3.62E-05
AACS,3.61E-05
DUSP1,3.61E-05
BABAM1,3.61E-05
HPSE,3.61E-05
EIF2S3,3.61E-05
FADS2,3.61E-05
TRDMT1,3.61E-05
DYNC2H1,3.61E-05
CEBPB,3.61E-05
INPP1,3.60E-05
GTF2E1,3.60E-05
ATP5G1,3.59E-05
AOC3,3.59E-05
LSM7,3.59E-05
S100A10,3.59E-05
SRSF3,3.59E-05
STAT5A,3.58E-05
SF3B1,3.58E-05
SRSF5,3.58E-05
FBF1,3.57E-05
CEP135,3.56E-05
HEPH,3.56E-05
SMURF1,3.56E-05
PIAS1,3.55E-05
EIF4A2,3.55E-05
ADAMTS1,3.54E-05
ACD,3.54E-05
KIF2C,3.54E-05
CFL2,3.53E-05
WASF3,3.53E-05
CAMKK2,3.52E-05
ARHGAP5,3.52E-05
TNFRSF10B,3.52E-05
PTGS2,3.52E-05
POU2F1,3.52E-05
HMGCL,3.52E-05
COPS5,3.52E-05
SLC9A7,3.51E-05
COX6B1,3.51E-05
GPC3,3.51E-05
MRPS5,3.50E-05
EMD,3.49E-05
PNKP,3.49E-05
VPS37A,3.49E-05
SLU7,3.49E-05
COL27A1,3.49E-05
EIF4E,3.49E-05
ACOT7,3.49E-05
LDHB,3.48E-05
CCT5,3.48E-05
MAFK,3.48E-05
RUNX2,3.47E-05
ATP1B3,3.47E-05
RPL15,3.46E-05
EIF4H,3.45E-05
LSM3,3.45E-05
RHOC,3.45E-05
FHIT,3.45E-05
SRP68,3.44E-05
TANK,3.44E-05
PMVK,3.44E-05
MRPL54,3.44E-05
DUSP7,3.44E-05
LILRB2,3.43E-05
NDUFA7,3.43E-05
VHL,3.42E-05
PAK6,3.42E-05
FGF7,3.41E-05
CTNND1,3.41E-05
ARHGEF2,3.40E-05
MRPL35,3.40E-05
ATG7,3.40E-05
MTF1,3.39E-05
YAP1,3.38E-05
CYP1B1,3.38E-05
EDNRB,3.38E-05
CAPN7,3.38E-05
CHPF2,3.38E-05
ERBB3,3.37E-05
AP1M2,3.37E-05
NFATC1,3.37E-05
VEGFC,3.37E-05
TNFSF13B,3.37E-05
MRPL1,3.36E-05
NAT10,3.36E-05
WDR61,3.36E-05
FZD8,3.35E-05
ATP5H,3.35E-05
UQCRC2,3.35E-05
PRDX5,3.35E-05
ATP5G3,3.35E-05
AKT1S1,3.35E-05
CCNG2,3.34E-05
PDPR,3.34E-05
HPRT1,3.34E-05
PMF1-BGLAP,3.34E-05
TKT,3.34E-05
UBE2E1,3.33E-05
VAMP2,3.33E-05
IARS,3.33E-05
RAB5B,3.33E-05
ADPGK,3.32E-05
RPIA,3.32E-05
INPP5A,3.31E-05
EFEMP2,3.31E-05
PRKAB2,3.31E-05
CLOCK,3.31E-05
MED6,3.31E-05
RIOK2,3.31E-05
DCTN5,3.30E-05
CHST3,3.30E-05
DNAJA3,3.29E-05
PRKG1,3.29E-05
TJP1,3.29E-05
SYNJ2,3.28E-05
HIST1H1C,3.28E-05
PDK4,3.28E-05
RALB,3.27E-05
ZFYVE16,3.26E-05
PPARG,3.26E-05
FKBP4,3.26E-05
SEMA3C,3.26E-05
COX7B,3.26E-05
CHD9,3.26E-05
RRAS,3.25E-05
PHKB,3.25E-05
WDR33,3.25E-05
PRPS2,3.25E-05
MRPL15,3.25E-05
VAMP8,3.25E-05
RAD51AP1,3.24E-05
AQR,3.24E-05
VAMP4,3.24E-05
GPT2,3.24E-05
CXCL1,3.24E-05
HBEGF,3.24E-05
EIF2AK1,3.24E-05
RIOK1,3.23E-05
ELOVL5,3.23E-05
CD3E,3.23E-05
LRP2,3.23E-05
ASS1,3.23E-05
RPL13,3.22E-05
ITK,3.22E-05
PDP1,3.22E-05
LRP5,3.22E-05
FBXW7,3.22E-05
KYNU,3.21E-05
NOTCH1,3.21E-05
CLSPN,3.21E-05
SREBF1,3.20E-05
SART1,3.20E-05
CD80,3.20E-05
PIGU,3.19E-05
GSN,3.19E-05
ACSS2,3.19E-05
HS6ST1,3.19E-05
WNT5A,3.19E-05
ACOT8,3.19E-05
EXOSC1,3.19E-05
WTAP,3.18E-05
DOCK9,3.18E-05
UBE2D2,3.18E-05
FBXL3,3.18E-05
MRPL47,3.17E-05
SRP14,3.17E-05
GGT5,3.17E-05
ICAM5,3.17E-05
CAPN13,3.17E-05
MED17,3.16E-05
TNKS,3.16E-05
BAIAP2,3.15E-05
RASAL3,3.14E-05
SNRNP48,3.14E-05
VEGFB,3.14E-05
RORC,3.13E-05
MCF2L,3.13E-05
PLCB1,3.13E-05
SMAD9,3.12E-05
SLC22A15,3.12E-05
SMAD5,3.12E-05
KCNMB3,3.12E-05
TRADD,3.11E-05
ACP5,3.11E-05
ANGPTL4,3.11E-05
PALB2,3.10E-05
GADD45G,3.10E-05
SF3A3,3.10E-05
PBX1,3.08E-05
H2AFY,3.08E-05
STUB1,3.08E-05
MRPL36,3.07E-05
ASF1A,3.07E-05
TRAPPC5,3.06E-05
MRPL20,3.05E-05
HAUS1,3.04E-05
SRSF6,3.04E-05
RBM17,3.04E-05
E2F4,3.04E-05
MEF2D,3.04E-05
FZD4,3.04E-05
TSC2,3.03E-05
RCAN1,3.02E-05
BACE1,3.02E-05
ITGA11,3.02E-05
TOP2A,3.02E-05
AP3B1,3.02E-05
CD247,3.02E-05
PTK2B,3.00E-05
ITGA4,3.00E-05
CPSF1,3.00E-05
LMNB1,2.99E-05
ARHGEF12,2.99E-05
NT5C1B-RDH14,2.99E-05
DVL2,2.98E-05
PECR,2.97E-05
PARK2,2.97E-05
CAMKK1,2.97E-05
IMPA1,2.97E-05
ITGB3BP,2.97E-05
PLXNB2,2.96E-05
SCO1,2.96E-05
NFIA,2.96E-05
ITGAX,2.95E-05
GPD1L,2.95E-05
TRMT11,2.95E-05
PRDX3,2.95E-05
HK3,2.94E-05
MAP3K3,2.94E-05
TIMM9,2.94E-05
MECR,2.94E-05
NCK1,2.93E-05
NOL6,2.93E-05
GATA2,2.93E-05
HDAC4,2.92E-05
WDR43,2.92E-05
CENPO,2.92E-05
MLYCD,2.92E-05
UBE2I,2.91E-05
NCSTN,2.91E-05
CAPN10,2.91E-05
SLC9A6,2.91E-05
S1PR1,2.91E-05
BCAT2,2.90E-05
HSPA5,2.89E-05
ITGA8,2.89E-05
CAV2,2.89E-05
SNRNP40,2.89E-05
STX17,2.89E-05
DVL1,2.88E-05
RAC3,2.88E-05
BCL2L13,2.88E-05
MARCKS,2.88E-05
PLD1,2.87E-05
GRK5,2.87E-05
HSP90AB1,2.87E-05
HSBP1,2.87E-05
OGG1,2.86E-05
HLA-B,2.85E-05
MCM3,2.85E-05
SPTLC2,2.85E-05
PSIP1,2.85E-05
PHC2,2.85E-05
EDC3,2.85E-05
DLC1,2.84E-05
GADD45B,2.84E-05
NDUFB3,2.83E-05
BTRC,2.83E-05
NFIC,2.82E-05
WASF2,2.81E-05
ARHGEF17,2.81E-05
FRAT1,2.81E-05
MRPL42,2.81E-05
PAQR3,2.81E-05
DOCK1,2.80E-05
SRSF8,2.80E-05
CD151,2.80E-05
HK1,2.80E-05
TCERG1,2.80E-05
UQCR10,2.80E-05
SFTA3,2.79E-05
RRP7A,2.79E-05
MED8,2.78E-05
ISYNA1,2.78E-05
ARHGEF3,2.78E-05
PABPC4,2.78E-05
RPP30,2.78E-05
DLG4,2.77E-05
AKR1A1,2.77E-05
MRPL34,2.77E-05
C1QC,2.76E-05
IRAK2,2.76E-05
MINPP1,2.76E-05
SERPINE1,2.76E-05
ANGPT2,2.75E-05
KIF27,2.75E-05
ADAL,2.75E-05
STX19,2.75E-05
KIF20B,2.75E-05
BACE2,2.74E-05
NPM1,2.74E-05
HOMER1,2.74E-05
TOMM7,2.73E-05
FGD2,2.72E-05
UQCRQ,2.72E-05
SIRPA,2.72E-05
USP15,2.72E-05
DGKA,2.72E-05
UTP14A,2.72E-05
SPRY2,2.72E-05
SCRIB,2.71E-05
SEC24B,2.71E-05
MED28,2.71E-05
UBE3A,2.71E-05
NR1H3,2.71E-05
HMGCS1,2.70E-05
UPF3A,2.70E-05
MYD88,2.70E-05
MTMR3,2.70E-05
MVD,2.69E-05
CTSF,2.69E-05
HNRNPM,2.69E-05
NOB1,2.69E-05
VAMP1,2.68E-05
PLXNA3,2.68E-05
ADAM17,2.68E-05
BBC3,2.68E-05
PRPF3,2.67E-05
HNRNPA1,2.66E-05
CTGF,2.66E-05
PNN,2.66E-05
MGST3,2.66E-05
MAFF,2.66E-05
POGLUT1,2.66E-05
VCL,2.65E-05
NCOR2,2.65E-05
G6PC3,2.64E-05
UBE2J1,2.64E-05
MSN,2.64E-05
NHEJ1,2.63E-05
MRPS21,2.63E-05
PPP1R12A,2.63E-05
CD33,2.63E-05
TIMM23,2.63E-05
AGPAT3,2.63E-05
VAPB,2.63E-05
LPL,2.63E-05
STX8,2.63E-05
PEX26,2.62E-05
HSD17B7,2.62E-05
SURF1,2.61E-05
MED10,2.61E-05
HBS1L,2.61E-05
EIF2B3,2.61E-05
FBXW11,2.61E-05
PLD6,2.60E-05
ACADSB,2.60E-05
PPP2R2D,2.60E-05
SLC9A3,2.60E-05
PEX11A,2.59E-05
EXTL3,2.59E-05
STX5,2.59E-05
NDE1,2.59E-05
CBS,2.59E-05
UBE2L3,2.58E-05
CEP164,2.58E-05
ARHGAP12,2.57E-05
HNRNPA3,2.57E-05
COPS4,2.56E-05
TACO1,2.56E-05
AADAT,2.56E-05
ERCC6,2.55E-05
KIF1C,2.55E-05
ACACA,2.55E-05
CD8A,2.55E-05
SEC16A,2.54E-05
RCC1,2.54E-05
ORC5,2.54E-05
MMP9,2.53E-05
SLC35D1,2.53E-05
HEYL,2.53E-05
PELI2,2.52E-05
CCNH,2.52E-05
TAX1BP1,2.52E-05
ORC3,2.52E-05
MTOR,2.51E-05
RNF41,2.51E-05
TRIM25,2.51E-05
CFD,2.51E-05
ALDH4A1,2.51E-05
GJA1,2.50E-05
ELOVL7,2.50E-05
WBP4,2.49E-05
PSENEN,2.49E-05
PHAX,2.49E-05
CACNA2D1,2.48E-05
KDR,2.48E-05
NOP10,2.47E-05
FGR,2.47E-05
ST6GALNAC5,2.47E-05
IDH1,2.47E-05
CSTF2,2.47E-05
MLH3,2.47E-05
ADAMTS4,2.46E-05
PNP,2.46E-05
