feature,feature_importance_vals
FGFR3,6.59E-06
RTKN,6.57E-06
EPS15,6.57E-06
GALK1,6.51E-06
CHMP6,6.50E-06
RHPN2,6.48E-06
EVC,6.48E-06
EIF2S2,6.48E-06
SLC7A1,6.44E-06
MFAP1,6.44E-06
RBMX,6.43E-06
CARD6,6.42E-06
UBE2K,6.42E-06
HNRNPH1,6.40E-06
RASA3,6.39E-06
SLC26A1,6.39E-06
ORMDL2,6.38E-06
TNFRSF12A,6.36E-06
UNC5B,6.36E-06
HIST1H2AI,6.35E-06
PHF5A,6.35E-06
IQCE,6.35E-06
CSNK1G2,6.35E-06
HSPB1,6.34E-06
GPC4,6.33E-06
WASF1,6.32E-06
TIMM17B,6.30E-06
ABI2,6.30E-06
FLT4,6.29E-06
CIT,6.29E-06
PLRG1,6.29E-06
UBE2Q2,6.25E-06
SLC25A12,6.24E-06
FGF13,6.23E-06
EMILIN1,6.18E-06
SARNP,6.18E-06
EIF2B5,6.16E-06
ETV6,6.16E-06
SEC11C,6.16E-06
TFRC,6.15E-06
PUM1,6.14E-06
NRBP1,6.11E-06
RAB14,6.10E-06
LTBP1,6.09E-06
CD24,6.08E-06
SRGAP2,6.04E-06
ST3GAL1,6.03E-06
NUDT7,6.02E-06
MBOAT2,6.01E-06
HPN,6.00E-06
RAB6A,5.99E-06
CCNT1,5.99E-06
IFI30,5.98E-06
SMAP2,5.97E-06
GK3P,5.96E-06
FARP2,5.94E-06
MYBBP1A,5.93E-06
SNAPC4,5.92E-06
RPS6KA1,5.92E-06
KALRN,5.91E-06
TUBGCP3,5.90E-06
KLF5,5.86E-06
ORC4,5.85E-06
HS6ST2,5.85E-06
CKS2,5.84E-06
TOPBP1,5.83E-06
UBE2S,5.83E-06
ATG4D,5.81E-06
NR2F6,5.78E-06
PEX19,5.77E-06
KCNK5,5.76E-06
HNRNPD,5.76E-06
ACAP1,5.73E-06
DEK,5.72E-06
HYAL2,5.71E-06
NR6A1,5.71E-06
ARG2,5.69E-06
RBM5,5.68E-06
PEX2,5.68E-06
GTF2F1,5.65E-06
ST6GALNAC2,5.64E-06
RGS14,5.64E-06
LOXL4,5.64E-06
LEMD3,5.61E-06
HOXB2,5.61E-06
ARHGAP1,5.58E-06
MAP1LC3B,5.57E-06
GAK,5.56E-06
FPGT,5.55E-06
PCYT1A,5.54E-06
HARS,5.53E-06
CHMP4A,5.52E-06
XPO5,5.46E-06
CTCF,5.44E-06
CA2,5.43E-06
PANX1,5.42E-06
AGK,5.41E-06
EEF1E1,5.39E-06
SLC43A1,5.37E-06
PEX6,5.33E-06
COX5B,5.30E-06
RCL1,5.30E-06
SLC40A1,5.27E-06
LPAR1,5.27E-06
CHMP2B,5.26E-06
STX11,5.26E-06
MAPK7,5.25E-06
LPAR2,5.25E-06
TUBGCP2,5.24E-06
OAS2,5.23E-06
AMD1,5.18E-06
RAP1GAP2,5.17E-06
PPWD1,5.16E-06
TLR1,5.15E-06
SAMM50,5.12E-06
SEC61A1,5.11E-06
FGFR2,5.11E-06
NLRP3,5.08E-06
TIMM22,5.07E-06
GALM,5.06E-06
RRN3,5.06E-06
VPS29,5.06E-06
IL2RG,5.05E-06
THOC5,5.05E-06
REXO1,5.04E-06
CYTH4,5.04E-06
KDM2B,5.03E-06
RNF8,5.03E-06
RNF103,5.03E-06
B4GALT2,5.01E-06
SF1,5.01E-06
IGFBP7,5.00E-06
PAIP1,4.99E-06
MCRS1,4.98E-06
GBF1,4.98E-06
WDR36,4.95E-06
RNASEL,4.95E-06
MARK3,4.94E-06
CTDNEP1,4.93E-06
GSTM3,4.91E-06
RAB31,4.90E-06
GALNS,4.89E-06
RGS3,4.89E-06
FH,4.89E-06
SENP2,4.89E-06
PTPRM,4.86E-06
COPS8,4.86E-06
SENP1,4.84E-06
RNF139,4.83E-06
GLG1,4.83E-06
CDK9,4.82E-06
AP3S1,4.82E-06
EPOR,4.82E-06
SLC16A3,4.82E-06
OCLN,4.81E-06
RAD23A,4.81E-06
NR2C1,4.80E-06
ARHGAP11B,4.77E-06
HOXB3,4.76E-06
NEK6,4.76E-06
MCM6,4.76E-06
TNRC6C,4.75E-06
SFRP4,4.75E-06
ACTR8,4.74E-06
ZMAT5,4.72E-06
CHRM3,4.70E-06
ARSA,4.68E-06
GSTZ1,4.67E-06
PRKD3,4.66E-06
FBXL5,4.65E-06
CHMP4B,4.65E-06
SAV1,4.61E-06
ASPSCR1,4.61E-06
TARBP2,4.60E-06
SLC7A8,4.59E-06
SRRT,4.58E-06
SLBP,4.57E-06
MED9,4.57E-06
KDM6A,4.56E-06
JMJD7-PLA2G4B,4.54E-06
MAFB,4.53E-06
IQGAP2,4.51E-06
SLC7A6,4.51E-06
FIP1L1,4.46E-06
HNRNPL,4.45E-06
TRIM11,4.45E-06
WWC1,4.44E-06
CCL20,4.44E-06
CCNT2,4.43E-06
POLG2,4.41E-06
CMBL,4.40E-06
GIT1,4.40E-06
SLC7A7,4.39E-06
IGFBP3,4.38E-06
RHPN1,4.38E-06
SUFU,4.38E-06
UNC5C,4.38E-06
LDB1,4.37E-06
PIGX,4.36E-06
KCNE3,4.36E-06
G6PD,4.36E-06
TOMM20,4.35E-06
HACL1,4.33E-06
SLC22A4,4.32E-06
ARHGAP26,4.32E-06
ETV4,4.31E-06
SLC2A10,4.31E-06
PTRF,4.30E-06
CLINT1,4.29E-06
TSEN34,4.28E-06
SLC1A4,4.26E-06
LIN54,4.24E-06
UGGT2,4.24E-06
B2M,4.23E-06
MPV17,4.23E-06
KRIT1,4.23E-06
CCR7,4.22E-06
PTPMT1,4.22E-06
PPARGC1B,4.22E-06
ARHGAP29,4.22E-06
SF3B3,4.20E-06
PTPRB,4.20E-06
CDK11B,4.16E-06
SNAI2,4.14E-06
CSTF3,4.14E-06
SLC38A2,4.14E-06
CLDN4,4.13E-06
ARSD,4.13E-06
PIK3CB,4.13E-06
KLF3,4.10E-06
PARD6G,4.10E-06
MTIF3,4.09E-06
JAG1,4.09E-06
MIF,4.08E-06
AFF1,4.08E-06
CYB5R4,4.08E-06
INO80D,4.08E-06
DARS,4.07E-06
ATF3,4.07E-06
ORAI1,4.07E-06
PKN1,4.06E-06
EIF2B1,4.06E-06
GALC,4.06E-06
RNF220,4.05E-06
C5AR1,4.05E-06
TFB2M,4.03E-06
SF3B2,4.01E-06
KDM3A,4.00E-06
GALT,3.99E-06
GCH1,3.99E-06
ZNF830,3.98E-06
RAB11FIP2,3.97E-06
CLDN5,3.97E-06
BMP2K,3.95E-06
POLQ,3.94E-06
TNFRSF1B,3.94E-06
ASAH1,3.93E-06
LIN9,3.93E-06
SPP1,3.92E-06
PARVA,3.92E-06
NEO1,3.91E-06
EPHB3,3.89E-06
KDM5A,3.89E-06
CARD8,3.89E-06
PCBP2,3.88E-06
CSF3R,3.87E-06
CASP2,3.87E-06
NUDT16,3.86E-06
FAR2,3.84E-06
AK2,3.83E-06
MAP3K4,3.82E-06
PDIA3,3.79E-06
MTHFS,3.79E-06
STAMBP,3.79E-06
TRAF5,3.77E-06
GCDH,3.77E-06
TIMM44,3.77E-06
DYRK1A,3.75E-06
DCK,3.74E-06
MAP1LC3A,3.74E-06
ABCD4,3.74E-06
ARFGAP3,3.73E-06
COL21A1,3.73E-06
SLC41A1,3.73E-06
CXCL13,3.73E-06
ZNF143,3.72E-06
PDPN,3.72E-06
VPS35,3.70E-06
ETV7,3.69E-06
SNAPC3,3.68E-06
TSEN54,3.68E-06
KARS,3.68E-06
CHMP5,3.68E-06
CLDN1,3.66E-06
KCNQ3,3.64E-06
DHRS4,3.63E-06
CD48,3.62E-06
WIPF1,3.62E-06
PMS2,3.60E-06
RUNX1T1,3.60E-06
NR3C1,3.58E-06
ESAM,3.58E-06
UBA1,3.57E-06
CD58,3.56E-06
EFNB1,3.56E-06
AK4,3.56E-06
TJP2,3.55E-06
MPV17L2,3.54E-06
NR4A1,3.53E-06
FARSB,3.51E-06
TOMM22,3.51E-06
AIMP2,3.51E-06
CPSF7,3.51E-06
C1QB,3.49E-06
MYO6,3.48E-06
YBX1,3.47E-06
AURKA,3.47E-06
RNF185,3.46E-06
CHMP4C,3.45E-06
RARA,3.45E-06
NEK9,3.44E-06
NUDT19,3.43E-06
NPL,3.41E-06
PIGM,3.41E-06
BCR,3.40E-06
FOXM1,3.38E-06
INHBA,3.37E-06
PIGV,3.37E-06
SMAP1,3.36E-06
KCNJ2,3.31E-06
STX3,3.30E-06
B4GALT1,3.29E-06
LAMTOR1,3.29E-06
CDK14,3.29E-06
GIT2,3.28E-06
POLRMT,3.28E-06
MAD1L1,3.27E-06
PRICKLE2,3.27E-06
LTF,3.26E-06
UBE2G1,3.26E-06
SNAPC1,3.23E-06
ARSK,3.21E-06
SRRM2,3.21E-06
PPP1R15A,3.20E-06
SLC38A5,3.20E-06
CFH,3.19E-06
TLN2,3.18E-06
TFAP2C,3.18E-06
HNRNPA2B1,3.18E-06
NKD1,3.18E-06
TIMM50,3.18E-06
BMI1,3.17E-06
NCOA3,3.15E-06
EPHB2,3.15E-06
SNX5,3.15E-06
GLCE,3.15E-06
NPHP4,3.13E-06
CD82,3.13E-06
RSL24D1,3.11E-06
ICMT,3.10E-06
XRN1,3.10E-06
PMPCB,3.10E-06
NNMT,3.09E-06
EFCAB7,3.08E-06
PRKCI,3.08E-06
G0S2,3.08E-06
RUFY1,3.08E-06
PRCC,3.07E-06
STRADA,3.07E-06
EPN1,3.05E-06
SPSB2,3.04E-06
WNT3,3.04E-06
ESRRA,3.03E-06
RNF217,3.01E-06
RHOD,2.99E-06
CSNK1A1,2.99E-06
CDC6,2.99E-06
TFAM,2.98E-06
CYB5R3,2.98E-06
MAPKAP1,2.98E-06
KDM5B,2.97E-06
WTIP,2.97E-06
PRIM2,2.96E-06
SEC31B,2.91E-06
TBC1D1,2.90E-06
DOT1L,2.89E-06
ABCA2,2.87E-06
AARS,2.87E-06
TUBGCP5,2.84E-06
SKAP2,2.84E-06
INHBB,2.83E-06
FNTA,2.83E-06
NRBF2,2.83E-06
SLC6A6,2.83E-06
NAE1,2.82E-06
RANBP1,2.81E-06
TUBGCP4,2.81E-06
WEE1,2.81E-06
SIPA1L1,2.81E-06
UBA5,2.80E-06
GANC,2.80E-06
ACTL6A,2.80E-06
ESYT2,2.79E-06
WNT7B,2.79E-06
ACTR2,2.78E-06
FOLR2,2.78E-06
AK1,2.78E-06
PMEPA1,2.77E-06
CASP4,2.76E-06
CLDN7,2.76E-06
INMT,2.75E-06
SH3GLB1,2.73E-06
PTGER4,2.73E-06
TOMM5,2.73E-06
NR2C2AP,2.72E-06
GLTP,2.71E-06
OGT,2.71E-06
ENGASE,2.71E-06
RAB11A,2.70E-06
PRKD2,2.69E-06
PEX14,2.69E-06
ARF3,2.68E-06
SLC9A3R2,2.67E-06
BCL9,2.66E-06
POLB,2.66E-06
NUDT18,2.65E-06
AGAP3,2.64E-06
KIFC3,2.64E-06
FAM21C,2.61E-06
HAT1,2.60E-06
NUBPL,2.58E-06
KLF4,2.58E-06
ARHGAP32,2.58E-06
ARHGAP44,2.57E-06
PIGP,2.56E-06
KDM5D,2.56E-06
FUK,2.56E-06
ARHGAP28,2.55E-06
ARID5B,2.54E-06
GAS6,2.54E-06
SNRNP25,2.53E-06
VANGL1,2.53E-06
THBS2,2.52E-06
SNX12,2.51E-06
TFB1M,2.50E-06
MMP19,2.50E-06
TPD52,2.49E-06
AQP3,2.48E-06
DCAF7,2.48E-06
IQSEC1,2.48E-06
COLEC12,2.48E-06
NF2,2.48E-06
RALGAPB,2.46E-06
TRIP12,2.44E-06
GMDS,2.41E-06
TCOF1,2.40E-06
TRMT6,2.40E-06
HAGH,2.37E-06
EHMT1,2.36E-06
FOLR1,2.35E-06
CD9,2.35E-06
UBE2O,2.33E-06
HNRNPR,2.32E-06
FERMT3,2.31E-06
HNRNPC,2.31E-06
KIAA0196,2.31E-06
GATA6,2.31E-06
GYS1,2.29E-06
NR4A2,2.29E-06
ETV5,2.29E-06
GNPDA1,2.29E-06
ID3,2.29E-06
RAPGEF2,2.29E-06
GMPR2,2.28E-06
SLC6A14,2.27E-06
DAB2,2.27E-06
LMO2,2.27E-06
GMPPA,2.26E-06
ARFGAP1,2.26E-06
NR4A3,2.26E-06
SDHA,2.25E-06
UBE2R2,2.25E-06
ACYP1,2.25E-06
CARS,2.25E-06
KIAA1033,2.24E-06
RAB7A,2.24E-06
SNX4,2.23E-06
SNX1,2.22E-06
PSD4,2.21E-06
SPG20,2.20E-06
BMP4,2.20E-06
ACYP2,2.20E-06
MTMR7,2.19E-06
KDM2A,2.18E-06
DTX2,2.17E-06
UGGT1,2.16E-06
APPL1,2.16E-06
SCAP,2.16E-06
SIK1,2.15E-06
SLC7A2,2.15E-06
CEBPG,2.14E-06
RAB10,2.14E-06
LARS,2.13E-06
RPS10-NUDT3,2.11E-06
ZYX,2.11E-06
VPS45,2.11E-06
RNF123,2.10E-06
RPN1,2.10E-06
ESYT3,2.10E-06
GNPDA2,2.10E-06
CD3G,2.08E-06
ACAP3,2.08E-06
ARHGAP24,2.06E-06
SRGAP1,2.05E-06
GM2A,2.05E-06
RUVBL1,2.04E-06
PHYH,2.03E-06
ERCC8,2.03E-06
ABCA3,2.02E-06
STXBP3,2.01E-06
RARG,2.00E-06
SLC2A12,1.99E-06
EPS15L1,1.99E-06
RAB8A,1.98E-06
RHOG,1.98E-06
IQSEC2,1.97E-06
UNKL,1.97E-06
ABCA6,1.96E-06
SLC44A1,1.96E-06
DDR2,1.95E-06
HNRNPF,1.95E-06
APC2,1.94E-06
CCNG1,1.93E-06
CDC37,1.92E-06
SAR1B,1.91E-06
TRIM37,1.90E-06
CMAS,1.90E-06
SIL1,1.89E-06
VPS26B,1.89E-06
MFNG,1.88E-06
ARSJ,1.88E-06
MTF2,1.88E-06
ABCA8,1.86E-06
SLC9A8,1.86E-06
VPS26A,1.85E-06
ACE,1.85E-06
TRPV1,1.85E-06
RAB11FIP5,1.85E-06
ARF5,1.85E-06
ME3,1.85E-06
GPI,1.84E-06
OAS1,1.84E-06
HLA-A,1.84E-06
TNC,1.83E-06
AGAP1,1.82E-06
TRPV2,1.82E-06
UBA2,1.80E-06
KDM6B,1.80E-06
RAB22A,1.80E-06
RABEP1,1.80E-06
MAP3K2,1.80E-06
RASSF6,1.80E-06
PXMP4,1.78E-06
MAGI2,1.77E-06
SRF,1.76E-06
SPOP,1.76E-06
BCKDK,1.76E-06
NR1H2,1.74E-06
P2RY1,1.72E-06
PPP1R12C,1.72E-06
APP,1.71E-06
GMPPB,1.71E-06
C7,1.70E-06
PEX3,1.70E-06
ST8SIA4,1.69E-06
SIPA1L2,1.69E-06
EFNB2,1.68E-06
CYTH1,1.68E-06
USP1,1.67E-06
MTHFR,1.67E-06
ZFYVE27,1.67E-06
EPN2,1.66E-06
MAGI3,1.66E-06
XRCC4,1.65E-06
TGOLN2,1.63E-06
SRGAP3,1.62E-06
USP8,1.62E-06
RNF19A,1.61E-06
SLC2A3,1.60E-06
NDUFAF2,1.60E-06
SPOPL,1.59E-06
ERG,1.59E-06
RPP14,1.58E-06
GNPNAT1,1.58E-06
MTA3,1.58E-06
LFNG,1.58E-06
LPCAT1,1.57E-06
S1PR3,1.57E-06
SLC7A11,1.56E-06
NEDD1,1.56E-06
RAB11B,1.55E-06
AIMP1,1.54E-06
PAPSS2,1.53E-06
HHEX,1.53E-06
DTX4,1.53E-06
EBF1,1.49E-06
MEIS1,1.48E-06
MCL1,1.47E-06
DAD1,1.47E-06
OTUD5,1.46E-06
TSG101,1.46E-06
RFWD2,1.45E-06
TPI1,1.43E-06
LDLRAP1,1.43E-06
GNRHR,1.43E-06
PLXND1,1.41E-06
ARHGAP39,1.41E-06
ARHGEF26,1.41E-06
P2RY2,1.40E-06
ABCC6,1.40E-06
DHFR,1.39E-06
CSF2RB,1.37E-06
CYTH2,1.37E-06
TOP2B,1.37E-06
NKD2,1.36E-06
MTHFD2,1.36E-06
MTIF2,1.36E-06
EVC2,1.35E-06
RALGAPA2,1.35E-06
S1PR2,1.34E-06
ABCB8,1.34E-06
UBXN6,1.34E-06
BCL3,1.34E-06
GBGT1,1.33E-06
ALG6,1.33E-06
RPN2,1.33E-06
ARHGAP25,1.33E-06
CIR1,1.33E-06
MTHFD1,1.32E-06
CHN2,1.32E-06
ARFGEF1,1.31E-06
IRS1,1.30E-06
DNAJC5,1.29E-06
CECR1,1.29E-06
HS3ST1,1.27E-06
PTCH1,1.26E-06
WHSC1,1.26E-06
RNF130,1.26E-06
HS3ST2,1.23E-06
NUMA1,1.22E-06
ALG10,1.22E-06
NGLY1,1.19E-06
ARFGAP2,1.19E-06
LPAR6,1.18E-06
EPHX2,1.18E-06
ERC1,1.17E-06
GMPS,1.16E-06
POFUT1,1.16E-06
FARSA,1.16E-06
ACAP2,1.16E-06
CHD3,1.16E-06
GNE,1.16E-06
SSR3,1.15E-06
RASGRF2,1.14E-06
ARFGEF2,1.13E-06
RAB11FIP4,1.11E-06
WIPF2,1.11E-06
MOGS,1.10E-06
NF1,1.10E-06
MTHFD1L,1.09E-06
PARD6B,1.09E-06
IL18R1,1.09E-06
SLC26A2,1.09E-06
DTX3,1.08E-06
FBXW4,1.06E-06
IRF8,1.06E-06
UBE2E3,1.06E-06
SLC43A2,1.05E-06
NUMB,1.04E-06
ID4,1.04E-06
SVIP,1.03E-06
RAB11FIP1,1.00E-06
B9D2,1.00E-06
PORCN,9.93E-07
SLC3A2,9.86E-07
UBE2F,9.83E-07
STK3,9.81E-07
MYBL2,9.80E-07
ABCA12,9.80E-07
ABCA1,9.55E-07
PPM1L,9.44E-07
PTPRU,9.38E-07
AGPAT5,9.37E-07
PARVB,9.36E-07
LIFR,9.36E-07
HLA-C,9.35E-07
ABCG1,9.22E-07
SEC23B,9.20E-07
MAN1A2,9.16E-07
SPG21,9.11E-07
SCNN1B,9.09E-07
MPI,9.04E-07
MTFMT,8.57E-07
LRP4,8.51E-07
CCDC53,8.51E-07
TRIM33,8.47E-07
ACTR3,8.46E-07
UBE4B,8.32E-07
ABCB7,8.29E-07
ERLEC1,8.26E-07
ALG10B,8.16E-07
SENP5,8.14E-07
FAR1,8.14E-07
GRHL1,8.11E-07
BAG4,8.10E-07
DFFB,8.09E-07
GLO1,8.01E-07
ALOX12,7.87E-07
UBR2,7.70E-07
ABCB10,7.67E-07
METTL14,7.63E-07
CYB5R1,7.59E-07
ALG13,7.59E-07
SH3GL1,7.52E-07
ALG2,7.43E-07
SKIL,7.36E-07
HPGD,7.22E-07
RAPGEF6,7.21E-07
GCNT2,7.20E-07
ALG14,7.20E-07
CHIT1,7.13E-07
FRS2,7.09E-07
ATP8B4,7.06E-07
COQ5,7.02E-07
INO80C,6.97E-07
EHD4,6.89E-07
INO80,6.88E-07
ABCC10,6.86E-07
BBS5,6.85E-07
ABCB6,6.77E-07
MAN1B1,6.73E-07
GANAB,6.73E-07
EDEM3,6.69E-07
UBAC1,6.55E-07
HSPBP1,6.48E-07
ABCC9,6.46E-07
ATP10A,6.43E-07
ACSS3,6.25E-07
NDUFAF1,6.21E-07
JMJD6,6.16E-07
ETNK1,6.16E-07
ALG11,6.12E-07
SH3GLB2,6.09E-07
COX17,6.06E-07
USP9X,6.03E-07
DNAJA2,5.97E-07
BBIP1,5.93E-07
NR1D2,5.93E-07
DCTD,5.88E-07
LIPT1,5.80E-07
STAT6,5.75E-07
HNRNPH2,5.70E-07
CYP2R1,5.69E-07
MAN2A2,5.68E-07
PAPSS1,5.66E-07
DHRS4L2,5.65E-07
ULK3,5.57E-07
GOT1,5.56E-07
NEK7,5.52E-07
MBTPS1,5.51E-07
IQGAP3,5.51E-07
RAB35,5.49E-07
ALG12,5.49E-07
PDIA4,5.39E-07
FUT4,5.38E-07
BTD,5.31E-07
DNAJB2,5.28E-07
MAN1C1,5.24E-07
TP53BP2,5.22E-07
SPRED1,5.18E-07
LMAN1,5.15E-07
ATP13A1,5.12E-07
PRKCH,5.09E-07
DPM1,5.07E-07
LMAN2,5.06E-07
HMBS,5.05E-07
HMMR,4.98E-07
DHODH,4.97E-07
MTHFD2L,4.97E-07
DOLK,4.96E-07
SLC31A1,4.96E-07
UBE3B,4.93E-07
CUTC,4.91E-07
ALDH1L2,4.78E-07
CYB5R2,4.78E-07
MAN2A1,4.72E-07
ALG8,4.69E-07
SCARB1,4.65E-07
BBS9,4.62E-07
EDEM2,4.54E-07
COQ6,4.54E-07
NRP1,4.51E-07
CYP2U1,4.47E-07
ARL6,4.44E-07
DCXR,4.43E-07
CYB5RL,4.41E-07
UBXN1,4.39E-07
HSPA4L,4.29E-07
FUT1,4.24E-07
ALG9,4.24E-07
CRYAB,4.22E-07
DPAGT1,4.20E-07
SLC11A2,4.18E-07
DOLPP1,4.15E-07
NFE2L2,4.14E-07
MGAT4B,4.13E-07
MGAT1,4.12E-07
COASY,4.10E-07
AEBP2,4.10E-07
CHMP1B,4.04E-07
ATP11A,4.02E-07
ABCC1,3.99E-07
DERL1,3.95E-07
NDUFAF3,3.94E-07
HLCS,3.93E-07
ATP11C,3.93E-07
S100B,3.88E-07
SAR1A,3.85E-07
CYP2S1,3.85E-07
MAN1A1,3.76E-07
ATP2C1,3.71E-07
DDIT4,3.68E-07
CYP24A1,3.67E-07
RUNX1,3.64E-07
CYP3A5,3.54E-07
DPM2,3.54E-07
UBE2D4,3.53E-07
VAC14,3.53E-07
ARHGAP20,3.52E-07
ABCC3,3.51E-07
PRKCSH,3.48E-07
BBS1,3.41E-07
DUT,3.39E-07
BCAP31,3.33E-07
MGAT5,3.33E-07
DIAPH2,3.32E-07
GALNT1,3.32E-07
ALG1,3.31E-07
CHDH,3.27E-07
TCF3,3.26E-07
OAS3,3.26E-07
IPPK,3.22E-07
ABCA13,3.19E-07
VDAC3,3.19E-07
GATC,3.19E-07
FAH,3.14E-07
FAHD1,3.13E-07
RNF19B,3.13E-07
MBTPS2,3.12E-07
ALAS1,3.09E-07
TMEM126B,3.09E-07
COMT,3.07E-07
ENDOG,3.06E-07
CRLS1,3.03E-07
MPDU1,3.00E-07
CREM,2.87E-07
CPOX,2.87E-07
GALNT12,2.86E-07
ATP11B,2.82E-07
CRTC1,2.80E-07
ALOX15B,2.80E-07
TRPV4,2.79E-07
GPAA1,2.77E-07
NUP107,2.77E-07
DIAPH3,2.76E-07
HSPB8,2.76E-07
MKKS,2.75E-07
COX15,2.72E-07
ATP7A,2.68E-07
NSFL1C,2.64E-07
CRTC2,2.59E-07
DDOST,2.57E-07
THBS3,2.51E-07
VDAC2,2.49E-07
HSD17B6,2.48E-07
FPGS,2.44E-07
SCNN1G,2.42E-07
FMOD,2.40E-07
RAB11FIP3,2.40E-07
NR2F1,2.39E-07
ALG3,2.35E-07
FUT3,2.34E-07
YOD1,2.27E-07
ABCA5,2.25E-07
DPM3,2.24E-07
TP53INP1,2.22E-07
COQ2,2.22E-07
BBS10,2.21E-07
SLC11A1,2.19E-07
GATM,2.18E-07
LPCAT2,2.18E-07
LIAS,2.17E-07
CMPK1,2.16E-07
ZFP36,2.15E-07
B3GNT3,2.13E-07
PLAA,2.12E-07
HYOU1,2.12E-07
C1GALT1,2.09E-07
ALDH18A1,2.09E-07
GCNT3,2.07E-07
KDM3B,2.02E-07
ADAM9,1.96E-07
HSD3B7,1.89E-07
DNAJC1,1.87E-07
B4GALT3,1.87E-07
PSD3,1.84E-07
CD86,1.82E-07
CTPS2,1.82E-07
ATP10D,1.79E-07
ITPA,1.78E-07
GALNT6,1.74E-07
CBR3,1.73E-07
TLE1,1.70E-07
GBE1,1.69E-07
ALAD,1.69E-07
HSPH1,1.66E-07
ATP13A4,1.64E-07
ERP29,1.63E-07
HSD17B1,1.63E-07
TRRAP,1.62E-07
DERL2,1.62E-07
B3GNT5,1.62E-07
DNAJA1,1.60E-07
ETNK2,1.58E-07
FLAD1,1.58E-07
NR2C2,1.57E-07
TPD52L1,1.57E-07
SNX6,1.55E-07
ZNF473,1.54E-07
CBR1,1.52E-07
ATXN3,1.52E-07
DTYMK,1.50E-07
UBQLN4,1.48E-07
AP3M1,1.45E-07
B3GALNT1,1.44E-07
SLC25A5,1.44E-07
H6PD,1.42E-07
CKAP4,1.41E-07
ENAH,1.40E-07
ABO,1.40E-07
ATP8B1,1.38E-07
ATP8A1,1.36E-07
MGAT4A,1.35E-07
CASP6,1.35E-07
UBQLN1,1.34E-07
DNAJB11,1.31E-07
EARS2,1.30E-07
A4GALT,1.29E-07
EDEM1,1.28E-07
RANBP3,1.27E-07
EBP,1.23E-07
CMPK2,1.23E-07
ATP13A2,1.21E-07
ATF1,1.19E-07
BBS2,1.19E-07
STT3A,1.19E-07
AIFM1,1.19E-07
TRIM56,1.16E-07
LTA4H,1.16E-07
FUT2,1.12E-07
MLKL,1.12E-07
COX10,1.12E-07
SPRED2,1.10E-07
C1GALT1C1,1.09E-07
ALG5,1.08E-07
TUSC3,1.07E-07
DEGS1,1.02E-07
MOCS1,1.02E-07
ACER2,9.88E-08
CYTH3,9.71E-08
GALNT4,9.60E-08
DNAJB12,9.43E-08
ABCC4,9.40E-08
ATP9B,9.32E-08
IL15RA,9.11E-08
PHB,9.09E-08
CKMT2,9.06E-08
PARP4,8.94E-08
DCTPP1,8.89E-08
LZTFL1,8.58E-08
ATP2C2,8.53E-08
CRYL1,8.47E-08
KDSR,8.11E-08
COX11,7.99E-08
GALNT3,7.84E-08
MOCS2,7.29E-08
CHPT1,7.28E-08
AHCYL2,7.23E-08
ASPN,7.05E-08
DHCR24,6.69E-08
NDUFAF4,6.68E-08
UBQLN2,6.57E-08
FECH,6.28E-08
CSAD,6.22E-08
SFTPB,6.09E-08
GALNT5,6.02E-08
DHRS3,6.00E-08
BBS4,5.92E-08
GUK1,5.49E-08
AGL,5.42E-08
GALNT2,5.35E-08
GALNT7,5.26E-08
DNAJC10,5.23E-08
DERL3,5.16E-08
ADO,5.16E-08
BAG1,5.05E-08
GCNT1,4.92E-08
CRTC3,4.80E-08
AMFR,4.54E-08
GAMT,4.35E-08
CEPT1,4.27E-08
RNF216,4.27E-08
GALNT11,3.62E-08
B3GNT2,3.57E-08
FXYD3,3.45E-08
ALPL,3.32E-08
CES1,3.20E-08
RRBP1,3.20E-08
POLE2,2.96E-08
ALDH1A1,2.71E-08
DNM1L,2.69E-08
BAG2,2.55E-08
BBS12,2.36E-08
ATP8B2,2.04E-08
TSPO,2.00E-08
CYP27A1,1.89E-08
NOX4,1.76E-08
DHRS9,1.75E-08
PINK1,1.73E-08
ATP9A,1.58E-08
BBS7,1.49E-08
COQ7,1.43E-08
UFD1L,1.27E-08
STT3B,1.07E-08
B4GALT4,1.06E-08
ABCC5,1.04E-08
FBXO2,1.01E-08
ACSL3,8.30E-09
CKB,6.97E-09
FXYD6,6.16E-09
EGR1,5.92E-09
TRIM13,4.08E-09
PGS1,2.67E-09
ACSL1,1.70E-09
GALNT10,1.21E-09
RNF168,6.04E-10
TRAM1,2.75E-10
ZNRF1,2.74E-10
CD2AP,2.33E-10
NRAS,1.96E-10
DNM2,1.68E-10
PTPN1,1.53E-10
NVL,1.42E-10
JARID2,1.18E-10
SLC41A2,9.99E-11
KIF13A,9.72E-11
SNF8,6.14E-11
ABCA7,5.93E-11
MRPL4,4.85E-11
SNX3,2.11E-11
USP43,2.06E-11
SCAI,1.61E-11
CEP152,1.22E-11
NPEPPS,9.91E-12
MMAB,6.28E-12
CHKA,5.66E-12
EYA3,5.33E-12
MIB1,4.40E-12
SCD5,0
S100PBP,0
SCNM1,0
SAMD12,0
SECISBP2,0
SAP130,0
SAFB2,0
SCEL,0
SCOC,0
SCFD2,0
SAC3D1,0
SAMHD1,0
SAMD10,0
SACS,0
SAMSN1,0
SCRN1,0
SCGB3A1,0
