,col_name,feature_importance_vals
790,ATP6V0A1,0.0001313393417547104
7186,POLR3K,0.00013123654597480848
8049,RNGTT,0.00013116555056193682
9571,TCF7L1,0.00013095236565732193
9415,SYNJ1,0.00013085786982200122
9562,TCEB2,0.0001305790920993716
10771,XPO1,0.00013048796774298282
538,ARAF,0.00013033096251827093
1897,CKS1B,0.0001301756017186543
6749,PDGFA,0.00013014108143439583
7465,PSMC5,0.0001298256012607733
2754,DYNC2LI1,0.00012980697651901078
2147,CREB3L1,0.00012969313650177566
6105,NDC80,0.00012950391087469026
197,ADH1B,0.00012947419933110582
8624,SIAH1,0.00012937356870631553
8118,RPL31,0.000129090923557949
1012,BRAF,0.00012858789659818425
