,col_name,feature_importance_vals
5937,NCOA6,8.688256052489753e-06
2288,CYTH4,8.685852471496748e-06
10326,VAV2,8.681132159137606e-06
4077,HIST1H2AM,8.67111417564869e-06
8086,SACM1L,8.670257638527117e-06
5528,MLH1,8.66846578709066e-06
4953,LIMK2,8.660298427597668e-06
4860,LAMB2,8.646440096089674e-06
6194,NR4A2,8.642259458810578e-06
2928,EPHA2,8.639511514347148e-06
8186,SDC2,8.630129632969385e-06
4208,HS6ST1,8.629465715597024e-06
2000,COL6A2,8.610774418772192e-06
8386,SH3KBP1,8.610635632251456e-06
4601,KAT5,8.602265180658063e-06
10136,UBE2Q1,8.600922844221187e-06
6206,NRIP1,8.598962462886998e-06
8287,SERPINB6,8.593184542713919e-06
7508,RAD50,8.59267005063421e-06
3341,FGFR1OP,8.592481267081317e-06
8428,SIK1,8.589764280722343e-06
8705,SMC1A,8.578063372674741e-06
7103,PPP2R2A,8.576751656455337e-06
7991,RPS6KB2,8.573739908312151e-06
7179,PRKCD,8.568323598231368e-06
10528,XRCC2,8.563386852463631e-06
9000,SSR2,8.55508465740229e-06
3495,FUT8,8.547492893439513e-06
7184,PRKCQ,8.54664682260219e-06
3765,GORASP1,8.543891092817655e-06
6234,NT5E,8.54323448040535e-06
1034,BUB1,8.541363350125573e-06
3020,EWSR1,8.538920093499495e-06
7875,RORC,8.530002752042793e-06
8798,SNRPD1,8.505743676959008e-06
8007,RRAGC,8.50399448549383e-06
7016,POP1,8.498552223229056e-06
8891,SPC25,8.48953303599268e-06
9114,STX4,8.481733933835428e-06
5540,MLYCD,8.475948333556224e-06
9093,STRADA,8.47313303182773e-06
7853,RNF7,8.470332778342228e-06
2690,DYNC1H1,8.46621335226505e-06
1808,CHN2,8.45597095250766e-06
3573,GATA6,8.450937869429144e-06
7864,RNPS1,8.437597414951297e-06
9396,TFDP1,8.43601007718921e-06
4770,KIT,8.419324826046937e-06
2096,CRAT,8.417980218584812e-06
7847,RNF4,8.411394499428472e-06
3612,GDI1,8.407641869577167e-06
2751,EED,8.401242537723e-06
171,ADAR,8.400792713955022e-06
1715,CENPJ,8.39602934989286e-06
2892,ENDOG,8.38512338805668e-06
3333,FGD4,8.373704999852494e-06
696,ATF2,8.367046166531858e-06
5486,MIB1,8.365140945696062e-06
9015,ST3GAL6,8.352817517448967e-06
6493,PBX1,8.349495267677954e-06
326,ALG8,8.348959845796764e-06
4890,LBR,8.348607681905552e-06
77,ACADM,8.347890096160882e-06
2784,EGR2,8.337749356220806e-06
4662,KDM4A,8.337094745058948e-06
16,ABAT,8.330989225358876e-06
2866,ELOVL1,8.319655577253388e-06
2773,EFNB2,8.316722589335895e-06
8171,SCO1,8.312647977084872e-06
133,ACTR1A,8.30911942202306e-06
2158,CSNK2A2,8.305550405708948e-06
1699,CEBPB,8.297226523275196e-06
565,ARHGAP5,8.297150906736524e-06
10145,UBE2Z,8.289269716335376e-06
712,ATG4B,8.287018056826959e-06
8013,RRM1,8.279443849463092e-06
2543,DNAJB1,8.273638832069816e-06
4433,INPP5E,8.265108870266256e-06
10160,UBOX5,8.256407166785406e-06
1938,CNDP2,8.254927853375176e-06
3039,EXOSC6,8.246899066194784e-06
10491,WNT7B,8.236836405131407e-06
6665,PFKP,8.223092996969465e-06
7801,RNF123,8.218590632156866e-06
1803,CHMP4C,8.213109655417729e-06
8949,SQSTM1,8.212106038617806e-06
304,ALDH1L2,8.199860833631061e-06
7442,RAB14,8.189485979173469e-06
2071,CPEB3,8.186320339412886e-06
7866,ROBO1,8.175878835240487e-06
586,ARID1A,8.172323058329968e-06
9834,TRAF3,8.170930997709347e-06
5963,NDUFA3,8.169327604462112e-06
3674,GLCE,8.167686001697278e-06
6477,PARP3,8.164545326613175e-06
3035,EXOSC2,8.163120173653428e-06
8445,SIRT6,8.162961821648415e-06
2962,ERCC8,8.150896957641424e-06
2059,COX6C,8.141548362990883e-06
2297,DAD1,8.139809118181172e-06
1983,COL17A1,8.139461989059145e-06
7841,RNF25,8.129544844920772e-06
922,BECN1,8.10461135935397e-06
723,ATM,8.09232973105841e-06
1634,CDC73,8.083813061111355e-06
1344,CAPN2,8.080589483965968e-06
10517,XPC,8.076784939594116e-06
5346,MCM3,8.064259117628143e-06
10144,UBE2W,8.063681207641611e-06
8585,SLC35B4,8.062892551526839e-06
4390,IL6R,8.060706123380612e-06
2196,CTSB,8.050858749742727e-06
3339,FGF7,8.044623962615123e-06
4068,HIST1H1E,8.035770962777633e-06
9406,TFRC,8.032091520249196e-06
4754,KIF23,8.024111242149318e-06
2070,CPEB2,8.023805746605925e-06
1561,CD2AP,8.014576348153562e-06
681,ASPSCR1,8.007194190096101e-06
4664,KDM4C,7.997674826207492e-06
3966,HAUS8,7.996826844502125e-06
2029,COPS7A,7.996245322854197e-06
8673,SLIT2,7.995328156504492e-06
2810,EIF2B3,7.993506073985438e-06
1390,CAV2,7.992339944870799e-06
4030,HEXA,7.991263860363828e-06
7007,POM121,7.98936361099742e-06
10278,USP4,7.983814044256231e-06
5403,MED7,7.979542231267417e-06
592,ARID4B,7.979128887255407e-06
6560,PDCD6IP,7.970413629802937e-06
6699,PHC2,7.956144640694709e-06
10313,VAMP3,7.954947598338872e-06
6743,PIAS1,7.951269769097717e-06
7600,RBCK1,7.944256387523078e-06
3613,GDI2,7.926122030655646e-06
2830,EIF4B,7.92503769782016e-06
10572,YWHAG,7.921387393358041e-06
2349,DCTN1,7.919531962157905e-06
8254,SEMA4D,7.915538911180858e-06
2459,DHFR,7.91388843835578e-06
7039,PPAT,7.913634668127018e-06
6499,PCBP1,7.906670817420673e-06
877,BBS5,7.90505594811573e-06
5987,NDUFC1,7.904153124221454e-06
10312,VAMP2,7.904150455750239e-06
3040,EXOSC7,7.902578587795425e-06
2869,ELOVL7,7.889757902277076e-06
10121,UBE2E2,7.889323313091923e-06
4260,HYAL1,7.888408935540471e-06
4291,IDS,7.886871552446136e-06
2695,DYNC2LI1,7.884842847042469e-06
4316,IFNAR1,7.883697026667135e-06
7935,RPL39L,7.876881355214275e-06
10323,VASP,7.875592040883762e-06
7689,REV3L,7.872204671216947e-06
943,BIRC5,7.871836017815125e-06
5350,MCM6,7.866017761852634e-06
10148,UBE3C,7.854056938232208e-06
514,APRT,7.847296264283334e-06
9779,TOPBP1,7.841099055205802e-06
1560,CD28,7.837760744531754e-06
83,ACAP3,7.82813915195054e-06
8420,SIAH2,7.823822890993772e-06
7165,PRKAA1,7.820618907972997e-06
1677,CDKN1A,7.816865833567895e-06
6166,NPEPPS,7.81282527088957e-06
700,ATF6,7.810211015934188e-06
305,ALDH2,7.807251883097985e-06
4580,JMJD7-PLA2G4B,7.799506639226085e-06
10101,UBA5,7.799057211954618e-06
1592,CD74,7.795944249813567e-06
10227,UPF3A,7.773899207673088e-06
4916,LEO1,7.765412522622647e-06
728,ATP10A,7.74255162460017e-06
6431,PALB2,7.741762665616556e-06
8223,SEC24B,7.741250752902628e-06
321,ALG14,7.737761285835194e-06
4573,JARID2,7.735759459333463e-06
4593,JUP,7.732565694459263e-06
10318,VANGL2,7.726028263732587e-06
10346,VHL,7.716641815901627e-06
7752,RHPN1,7.714610222327915e-06
5513,MITF,7.711882980019004e-06
10258,USP18,7.707563110313252e-06
11140,ZNRF1,7.698626137059508e-06
9223,TAF1A,7.698243633655557e-06
6131,NOD1,7.697472194332879e-06
9328,TCEB1,7.694358481011512e-06
4375,IL18,7.688300685952772e-06
559,ARHGAP30,7.684504244091036e-06
1667,CDK5RAP2,7.682825653012934e-06
8731,SMUG1,7.682093841765435e-06
6440,PANK2,7.681946718047527e-06
5506,MINK1,7.672011371221507e-06
4284,IDH1,7.662964053823683e-06
4393,IL7R,7.657633453298592e-06
10438,WDR4,7.657042499759498e-06
1158,C1R,7.64225731258578e-06
7552,RAPGEF3,7.638172659710016e-06
8399,SHC2,7.635123502994863e-06
40,ABCD4,7.630497963125785e-06
641,ARRB1,7.629947835390965e-06
4757,KIF27,7.6205749322091685e-06
6608,PDPR,7.616814486346777e-06
4073,HIST1H2AH,7.606053685112084e-06
579,ARHGEF2,7.6053487047533785e-06
8586,SLC35C1,7.5981300503722935e-06
8603,SLC38A2,7.596802314406677e-06
5550,MMP14,7.59516359852232e-06
6796,PIP4K2C,7.588781564318645e-06
5371,ME2,7.585159274144851e-06
6661,PFKFB3,7.583372793554042e-06
5152,LUM,7.583253130013426e-06
1695,CEACAM1,7.579675547530175e-06
2748,EDNRA,7.57431518910979e-06
889,BCAT1,7.573218828572392e-06
6695,PHAX,7.566644052303673e-06
6462,PARD6G,7.565483765968286e-06
1726,CEP152,7.564964955483114e-06
6253,NUDT12,7.561485964739763e-06
5390,MED21,7.560363224329719e-06
10378,VPS45,7.5527376909002315e-06
10135,UBE2O,7.552145131456838e-06
5992,NDUFS4,7.548341074189361e-06
4663,KDM4B,7.545894012449795e-06
2490,DIAPH1,7.540703498366296e-06
7366,PTPRF,7.537838008230525e-06
2932,EPHB4,7.528574960684426e-06
3041,EXOSC9,7.526089463638641e-06
3502,FYB,7.519538420142934e-06
3301,FCGR2A,7.5079156633141615e-06
6660,PFKFB2,7.487219386348443e-06
5345,MCM2,7.478824292224299e-06
741,ATP2A3,7.464102028337677e-06
8041,RTKN,7.460997379478311e-06
5759,MTOR,7.456698262860055e-06
2658,DTX2,7.4470284594951865e-06
6744,PIAS2,7.444623409961301e-06
2004,COL8A1,7.4375972166999065e-06
5400,MED31,7.436174687842805e-06
2197,CTSC,7.43577631921583e-06
3258,FBXL3,7.431552479107385e-06
4063,HIRA,7.428756296088925e-06
66,ABR,7.424983692116117e-06
584,ARHGEF7,7.417700917390955e-06
557,ARHGAP28,7.411948118538283e-06
5290,MAPRE1,7.40521630247643e-06
7826,RNF185,7.398146298236259e-06
7076,PPP1CC,7.394778793485994e-06
5900,NBN,7.383160335331459e-06
10371,VPS35,7.378719119971028e-06
10462,WDR77,7.369466998125445e-06
6739,PI4KA,7.3681108220787684e-06
7533,RANBP1,7.36311297770489e-06
9543,TMED2,7.36168603128708e-06
7079,PPP1R12C,7.3580610593746945e-06
1851,CKAP5,7.349802485491817e-06
918,BDH1,7.342129068126197e-06
7254,PSEN2,7.336786285117879e-06
573,ARHGEF11,7.32800466699802e-06
8131,SCAI,7.324377612314072e-06
1216,C3,7.321513164107238e-06
2701,DYRK1A,7.319927225731741e-06
4562,IVD,7.315793753001834e-06
7093,PPP1R3E,7.314877209060237e-06
8112,SARNP,7.304171354170454e-06
9906,TRIP12,7.302767762896477e-06
5218,MAN1B1,7.3019786599459735e-06
2586,DNMT3A,7.298085339722495e-06
7601,RBL1,7.295180455829557e-06
5738,MTHFD1L,7.2943723942773775e-06
1304,CACNB1,7.293618920488034e-06
8435,SIPA1,7.292173852190532e-06
10094,U2AF2,7.2899357196394454e-06
10234,UQCRC1,7.285736655773598e-06
7756,RICTOR,7.284011174996535e-06
3963,HAUS5,7.278965737000931e-06
4289,IDI1,7.270173645872714e-06
2578,DNASE2,7.2496407821194434e-06
4188,HOXB3,7.244051308174216e-06
2813,EIF2S1,7.241366591323675e-06
10080,TXNL4A,7.237460255938598e-06
7507,RAD23B,7.235838397817291e-06
1347,CAPN7,7.221147146852812e-06
3330,FGD1,7.218026422401308e-06
10340,VEGFC,7.217277607831288e-06
1781,CHD9,7.217098888993963e-06
1516,CCNG2,7.213089512867135e-06
9770,TOMM5,7.200096005701194e-06
6262,NUDT2,7.191247652058244e-06
9027,STAG1,7.184652237713661e-06
2697,DYNLL2,7.1839978405071525e-06
5384,MED15,7.177525313295519e-06
5397,MED28,7.170641152512212e-06
5146,LTBR,7.169499462624283e-06
6229,NT5C,7.165764872496538e-06
451,AP1G1,7.160119789135094e-06
8259,SEMA7A,7.159033377654658e-06
2146,CSF2RB,7.1448118070249755e-06
1573,CD3E,7.1429371351602234e-06
5752,MTMR2,7.139350533664085e-06
8681,SMAD1,7.128344568102945e-06
5990,NDUFS2,7.12729179180262e-06
1569,CD36,7.120595037021142e-06
920,BDKRB2,7.117902738247476e-06
4143,HMGCL,7.1147492586093746e-06
8691,SMAP2,7.105062524935001e-06
7596,RBBP6,7.102100638223252e-06
9949,TSEN54,7.098495178161976e-06
9361,TEAD1,7.092647713632298e-06
8502,SLC22A18,7.085037089036807e-06
5549,MMP12,7.0827646381443895e-06
955,BLZF1,7.078586527324677e-06
957,BMI1,7.0771021204025105e-06
2828,EIF4A2,7.076858171691706e-06
5701,MSH3,7.074613840201821e-06
6630,PELI2,7.0743139476242235e-06
10222,UNG,7.072404982995277e-06
2838,EIF4G2,7.071989270419803e-06
1614,CDC25B,7.07083984445343e-06
7551,RAPGEF2,7.069350667384592e-06
942,BIRC3,7.06800332028916e-06
3632,GGA2,7.065147259110151e-06
5989,NDUFS1,7.064616784410086e-06
5545,MME,7.056020859863566e-06
2145,CSF1R,7.05562837200255e-06
10393,VTI1A,7.050049486259433e-06
8260,SENP1,7.04616073273511e-06
6124,NMT2,7.0368778990675525e-06
1364,CARM1,7.035634838664223e-06
4139,HMGA1,7.0347585630787975e-06
3633,GGA3,7.034465891783052e-06
9022,ST6GALNAC6,7.034076599492341e-06
4392,IL7,7.029703397729228e-06
6116,NME4,7.0296685782281e-06
7519,RALA,7.026492025593493e-06
5244,MAP2K6,7.017701068653318e-06
5457,MFNG,7.0110369131489624e-06
108,ACOX3,7.004245861270857e-06
713,ATG4C,7.003925830120558e-06
6915,PLXNB1,6.997368212348685e-06
583,ARHGEF6,6.993096772370896e-06
3293,FBXW5,6.989667006388564e-06
2755,EEF1E1,6.980809386779841e-06
3785,GPD1L,6.967463861411278e-06
5381,MED13,6.9592529909046925e-06
4912,LEMD2,6.956491375844984e-06
9389,TFAM,6.949932579713137e-06
874,BBS12,6.946065428081738e-06
1754,CFL2,6.9441623721261815e-06
2809,EIF2B2,6.9432897283843e-06
5617,MRI1,6.94001324401501e-06
37,ABCC9,6.937806654123861e-06
8578,SLC35A2,6.932172673654527e-06
6449,PAPOLA,6.92723313508597e-06
10557,YKT6,6.924903300113801e-06
5386,MED17,6.919134968086382e-06
4622,KCNJ13,6.915862046006873e-06
7450,RAB22A,6.906745723283437e-06
7636,RBMX,6.900804168930873e-06
6584,PDGFRB,6.900455831015523e-06
3290,FBXW11,6.899313926389539e-06
4579,JMJD6,6.896665211487428e-06
8710,SMC6,6.895938149124976e-06
3260,FBXL5,6.891830682867259e-06
5972,NDUFAF1,6.891150930175518e-06
1650,CDIPT,6.887442637548702e-06
7788,RNASEL,6.8858530290491705e-06
3297,FCER1G,6.880218452893088e-06
10245,USE1,6.875191297476354e-06
7187,PRKD1,6.8733403644908406e-06
5040,LOXL3,6.8698960885554404e-06
5044,LPAR6,6.867256333658717e-06
6625,PECAM1,6.8662179936806155e-06
3274,FBXO32,6.866187657038016e-06
7190,PRKDC,6.864693886682743e-06
2648,DST,6.863939364511505e-06
6357,OS9,6.854072778320705e-06
10499,WTIP,6.851370008767241e-06
1575,CD4,6.848748137527467e-06
1325,CAMK2D,6.828972437448263e-06
5974,NDUFAF3,6.828601344179329e-06
8790,SNRNP40,6.826326154242023e-06
7645,RCAN1,6.805064300507979e-06
5404,MED8,6.802194671816044e-06
5562,MNAT1,6.7979874491077905e-06
4539,ITGB4,6.793185395810479e-06
318,ALG11,6.7928518461712885e-06
4823,KPNB1,6.7909740271906355e-06
2807,EIF2AK4,6.785758363378682e-06
434,ANPEP,6.783282366357596e-06
6500,PCBP2,6.76177279064387e-06
7437,RAB11FIP3,6.757918609423541e-06
2105,CREB5,6.756879825062448e-06
8252,SEMA4B,6.756051317525513e-06
8944,SPTLC2,6.755181401935522e-06
4749,KIF20A,6.7550212422363445e-06
7924,RPL31,6.752136605078144e-06
8255,SEMA4F,6.743913146644277e-06
315,ALG1,6.739932097861339e-06
3873,GSN,6.738476073360371e-06
5756,MTMR7,6.738400386570202e-06
6605,PDP2,6.737134645089345e-06
1810,CHPF,6.735280074657077e-06
8839,SOCS2,6.731961185507246e-06
4031,HEXB,6.7313386495015944e-06
9051,STAT6,6.723373525173971e-06
6975,POLI,6.722776612377857e-06
3840,GPX7,6.719377487362211e-06
7410,PYGB,6.707516156176587e-06
3488,FUS,6.7021322973545785e-06
5341,MCF2L,6.699251450087856e-06
3245,FBN1,6.695531056385343e-06
8936,SPSB1,6.694423712725841e-06
10147,UBE3B,6.692125564141586e-06
6827,PLA2G4A,6.690113039881523e-06
7745,RHOG,6.6849996624882215e-06
10166,UBR2,6.683997239420591e-06
6581,PDGFC,6.674083988810454e-06
7543,RAP1B,6.673268177064091e-06
6575,PDE7A,6.668907249936987e-06
6588,PDHX,6.661623198038587e-06
5449,MFAP2,6.660191483729086e-06
2978,ERN1,6.658229314423418e-06
8709,SMC5,6.652791179598913e-06
5352,MCM8,6.650994699953527e-06
9046,STAT2,6.643605074949313e-06
8383,SH3GL1,6.633665618662768e-06
378,ANGPT2,6.628677538381785e-06
3641,GGT7,6.628408961508224e-06
4406,IMPA2,6.6174224649273585e-06
7952,RPP38,6.617249350482357e-06
9777,TOP3A,6.611375004712709e-06
10511,XIAP,6.6109025456083915e-06
6238,NTN4,6.610312663680472e-06
8234,SECISBP2,6.609983021158646e-06
7147,PRDX5,6.607939521392663e-06
5258,MAP3K8,6.602209490457457e-06
9512,TLR3,6.6018117947281166e-06
3899,GTF2H3,6.598094301379066e-06
7738,RHOB,6.596382285277531e-06
4533,ITGAX,6.593427372081351e-06
5081,LRP6,6.591156439866425e-06
8288,SERPINB8,6.589665219700272e-06
6571,PDE4D,6.587601468000824e-06
4220,HSD17B7,6.575050572348135e-06
1653,CDK11B,6.568187310883002e-06
8739,SNAP23,6.566869207596655e-06
7105,PPP2R3A,6.561666840809721e-06
5942,NCSTN,6.561488521367603e-06
5255,MAP3K5,6.555068135200442e-06
5737,MTHFD1,6.551673766120613e-06
1739,CEP76,6.549591716265013e-06
4138,HMG20B,6.5493606015327465e-06
457,AP1S3,6.537327017825262e-06
7092,PPP1R3D,6.537059386848052e-06
3008,ETV4,6.535743167386425e-06
5859,NADK,6.5291831304419976e-06
8643,SLC6A14,6.525246458783257e-06
7808,RNF138,6.52137497510944e-06
6304,NXT1,6.514623847289624e-06
1660,CDK19,6.509528369204641e-06
10140,UBE2S,6.508205395159796e-06
2617,DPH5,6.503386977517989e-06
6256,NUDT15,6.501487533556044e-06
1305,CACNB2,6.491626526475067e-06
8740,SNAP29,6.453789478655381e-06
804,AUH,6.453745057709826e-06
2319,DBT,6.450990861105711e-06
8952,SRC,6.449010802693086e-06
5159,LYN,6.436811891319394e-06
5391,MED22,6.428752944209748e-06
10124,UBE2G1,6.428607985279419e-06
7555,RAPGEF6,6.42856096358348e-06
3965,HAUS7,6.424314458049944e-06
4046,HIBADH,6.423176454772007e-06
6276,NUP133,6.422014338023875e-06
25,ABCA7,6.401401202175011e-06
10249,USO1,6.397615983302266e-06
7598,RBBP8,6.394018749325334e-06
2157,CSNK2A1,6.391507253003312e-06
585,ARHGEF9,6.3709266718512064e-06
1531,CCR4,6.3633044039061835e-06
8649,SLC7A2,6.3565217471998145e-06
958,BMP1,6.354618139753781e-06
695,ATF1,6.351703628536798e-06
10483,WIPI1,6.347715312671198e-06
3525,GABARAPL1,6.334184304753657e-06
5295,MARCO,6.32351010501417e-06
6757,PIGK,6.311928567452714e-06
5401,MED4,6.310315721691495e-06
2344,DCP1A,6.310174873004935e-06
8544,SLC25A5,6.309551398695148e-06
4514,ISYNA1,6.307273572157503e-06
10337,VDR,6.301065329376107e-06
6631,PELI3,6.290865335377961e-06
5986,NDUFB9,6.287555900846415e-06
2643,DSE,6.285125980226142e-06
3780,GPC1,6.279534565824572e-06
6794,PIP4K2A,6.27752555963923e-06
8551,SLC27A2,6.277220797174393e-06
6670,PGAP1,6.265622212115227e-06
3531,GADD45A,6.260779930646374e-06
3671,GLB1,6.259723812982113e-06
9666,TMEM55A,6.257566586170399e-06
9737,TNFSF13B,6.256029025073154e-06
630,ARNT2,6.25472524512761e-06
7421,QPRT,6.253918183373431e-06
3539,GALK1,6.250724986551941e-06
3010,ETV6,6.24734204983486e-06
3750,GOLGA2,6.245252293525836e-06
568,ARHGDIA,6.244145995719481e-06
11121,ZNF830,6.232748994359729e-06
6784,PIK3R4,6.23252841822801e-06
2941,EPRS,6.228647945901637e-06
3714,GMPR2,6.2284234923245445e-06
3699,GLUD1,6.225942089507988e-06
4209,HS6ST2,6.225649403236187e-06
5809,MYL6,6.224249195313929e-06
5395,MED26,6.221603200574376e-06
4495,IRF9,6.2163516385378596e-06
7346,PTPN1,6.204206406004507e-06
9894,TRIM56,6.199494416355615e-06
1585,CD58,6.197423387455104e-06
6174,NPR2,6.187952588841374e-06
6192,NR3C2,6.187519858914269e-06
5389,MED20,6.161853104257576e-06
2675,DUSP2,6.161109146131703e-06
7697,RFC5,6.161036989191451e-06
4980,LMNA,6.1548181198676736e-06
6441,PANK3,6.152336490483634e-06
456,AP1S2,6.1455488165871835e-06
5254,MAP3K4,6.145365169083141e-06
6854,PLCH2,6.1390335965519134e-06
6196,NR6A1,6.138849094527998e-06
8799,SNRPD2,6.133091748020766e-06
1713,CENPF,6.130249833802282e-06
6914,PLXNA3,6.1283301802140554e-06
8292,SERPINE2,6.122920601552113e-06
2451,DGKE,6.12237966203671e-06
3556,GANAB,6.122212635462941e-06
6188,NR2F1,6.121958362962451e-06
10137,UBE2Q2,6.115300103815002e-06
814,AXIN2,6.105621127739679e-06
3451,FPR1,6.100079421297226e-06
7948,RPN2,6.096529069583749e-06
4145,HMGCS1,6.0866522076707955e-06
960,BMP2K,6.075440269879786e-06
2227,CXADR,6.068583576262626e-06
4782,KLF4,6.062580694184032e-06
39,ABCD3,6.061527626130761e-06
2457,DHCR7,6.053481438845082e-06
4428,INPP4A,6.0492868369758175e-06
3424,FOS,6.044457314566478e-06
8345,SFTPD,6.044107580758753e-06
10316,VAMP8,6.044054847979925e-06
2257,CYB5R4,6.033022833303784e-06
123,ACSS2,6.024504291455803e-06
6185,NR2C1,6.0209828434119555e-06
6132,NOD2,6.01767931239185e-06
3934,H1F0,6.016846309637895e-06
4901,LCP2,6.012864664147177e-06
5194,MAFK,6.009439395116854e-06
7038,PPARGC1B,6.00849745468351e-06
7174,PRKAR1B,6.003927848041713e-06
10282,USP45,6.001133403598348e-06
33,ABCC3,5.999544561504558e-06
7457,RAB2A,5.994442246267576e-06
7510,RAD51C,5.994280093747105e-06
6751,PIGA,5.988732909640176e-06
2254,CYB5R1,5.986488976221611e-06
2771,EFNA5,5.982522671388324e-06
972,BNIP3,5.98220232808772e-06
10143,UBE2V2,5.981962270923829e-06
10168,UBR4,5.981472392437335e-06
7775,RLIM,5.9778246430326644e-06
7584,RASSF5,5.971173018464854e-06
9363,TEAD3,5.959517186527617e-06
8249,SEMA3C,5.957017608485634e-06
285,AKR1A1,5.955970836852159e-06
10131,UBE2L3,5.9533132097764855e-06
2454,DGKZ,5.937263105131148e-06
8849,SORBS1,5.9369435921876945e-06
5869,NAMPT,5.936637480575568e-06
2262,CYC1,5.935297954041429e-06
3054,F2R,5.931316200174636e-06
7479,RAB6A,5.9283422391860526e-06
7837,RNF217,5.917562920387809e-06
2337,DCK,5.915050887009917e-06
5973,NDUFAF2,5.908161633336398e-06
6190,NR2F6,5.906497944553079e-06
7810,RNF139,5.900375239283798e-06
3311,FDFT1,5.8987790410469644e-06
549,ARHGAP18,5.896370455565475e-06
1405,CBX4,5.896133602484737e-06
270,AK3,5.895570484062759e-06
6439,PANK1,5.894443379281031e-06
697,ATF3,5.889981995204758e-06
8589,SLC35D2,5.884508466307964e-06
9420,TGIF2,5.884495264669891e-06
4520,ITGA11,5.883617976656716e-06
8659,SLC9A6,5.879575562174931e-06
890,BCAT2,5.871608356121062e-06
752,ATP5G1,5.870144744704384e-06
10118,UBE2D3,5.868630562734831e-06
1328,CAMK4,5.867909194443235e-06
4625,KCNJ8,5.858522938677442e-06
8222,SEC24A,5.856113101260645e-06
730,ATP11A,5.850664003923192e-06
1725,CEP135,5.849454125202905e-06
1298,CABLES2,5.849008812165179e-06
27,ABCB10,5.848388589857478e-06
6354,ORMDL1,5.842147523082665e-06
5414,MEIS1,5.841975383860451e-06
7700,RFNG,5.840135178604753e-06
555,ARHGAP25,5.834802010344748e-06
10209,ULK3,5.830235230289778e-06
10126,UBE2H,5.825611962688544e-06
3538,GALE,5.825063880309063e-06
2056,COX5B,5.82435255647504e-06
1697,CEACAM6,5.82119895332548e-06
6252,NUDT1,5.816547983910753e-06
835,B4GALT2,5.81634267154877e-06
9726,TNFRSF10C,5.813231361772073e-06
3597,GCH1,5.8085239495233926e-06
2269,CYP1B1,5.8062844788666126e-06
5178,M6PR,5.805508784134234e-06
6698,PHC1,5.801725067901596e-06
10133,UBE2M,5.80033266481304e-06
21,ABCA2,5.800297098610066e-06
58,ABI2,5.797724535319468e-06
8960,SRGAP1,5.793855523036265e-06
6767,PIGU,5.788187020199915e-06
2615,DPH2,5.7836324202002e-06
8313,SETD7,5.7787808729268765e-06
2764,EFCAB7,5.7736158655239055e-06
6257,NUDT16,5.77324451372673e-06
5720,MTA1,5.761332435535791e-06
471,AP4S1,5.7597441074090755e-06
7219,PRPF6,5.748730672221309e-06
9241,TALDO1,5.747663295898939e-06
1,A2M,5.747126337762865e-06
7776,RMI1,5.746226323060783e-06
6268,NUDT9,5.744853796038832e-06
4817,KPNA1,5.741708187328571e-06
10404,WASF1,5.739257073254469e-06
9790,TP53BP1,5.733931253879213e-06
10261,USP21,5.731083982141172e-06
6305,NXT2,5.727659971254385e-06
2228,CXCL1,5.720336821140721e-06
120,ACSL5,5.718327270208225e-06
5813,MYLK,5.710339749662388e-06
2684,DUSP8,5.709762395385181e-06
6770,PIGX,5.7089985556005945e-06
2453,DGKQ,5.70818109618249e-06
719,ATIC,5.706316091660732e-06
5709,MSR1,5.698275960337622e-06
1579,CD47,5.694666788586416e-06
5830,MYO9A,5.694003923869454e-06
7221,PRPS1,5.69379308536895e-06
676,ASNS,5.690776772195359e-06
3670,GLA,5.686659475585458e-06
2805,EIF2AK2,5.684800184997567e-06
10529,XRCC3,5.680128834566307e-06
2088,CPT2,5.6792784392019236e-06
6199,NRBF2,5.668295329368352e-06
3353,FHL2,5.659912323188529e-06
5399,MED30,5.659370314958778e-06
7215,PRPF4,5.658734016505535e-06
834,B4GALT1,5.656080018718184e-06
1956,CNOT8,5.6528657052258886e-06
7433,RAB11A,5.637995411716518e-06
5586,MOV10,5.636787340589622e-06
8111,SARM1,5.632861220961926e-06
9222,TAF15,5.629852579817159e-06
3741,GNPAT,5.623800569054538e-06
9813,TPP2,5.616443789007847e-06
5700,MSH2,5.609978250011348e-06
4661,KDM3B,5.60754733101021e-06
220,AFMID,5.605952082878327e-06
6009,NEDD8,5.601975659865242e-06
4124,HLA-C,5.600817678667132e-06
57,ABI1,5.600416685725717e-06
6752,PIGB,5.5975430370835966e-06
4666,KDM5B,5.5965833621594534e-06
10174,UBXN1,5.591691381294613e-06
9309,TBL3,5.5897324468372304e-06
7559,RARB,5.589384103556514e-06
6407,PABPC1L,5.584936631324994e-06
8680,SLU7,5.583790571411357e-06
9445,THOC1,5.5785877132636255e-06
5075,LRP2,5.577086826983409e-06
7654,RCHY1,5.574367463404647e-06
8796,SNRPB2,5.571592429021166e-06
8719,SMNDC1,5.5679472738144285e-06
6758,PIGL,5.5638120962875345e-06
9727,TNFRSF10D,5.558398862076225e-06
469,AP4E1,5.556094266213362e-06
4668,KDM5D,5.549823385509766e-06
5079,LRP5,5.547039318488399e-06
10571,YWHAE,5.5438457663716285e-06
2218,CUTC,5.541953755119686e-06
784,ATP8B4,5.5414636035832334e-06
3598,GCHFR,5.54113380574633e-06
7521,RALBP1,5.538414731194489e-06
